source_table,object_id,host_id,disposition,period_days,duration_hours,depth_ppm,planet_radius_rearth,stellar_teff,stellar_radius_solar,stellar_logg
KOI,K00572.01,8193178,CONFIRMED,10.64021008,5.4381,455.3,2.87,6112.0,1.233,4.281
KOI,K00572.02,8193178,CONFIRMED,4.93883135,4.388,123.5,1.44,6112.0,1.233,4.281
KOI,K00573.01,8344004,CONFIRMED,5.996533443,3.3129,711.4,2.96,5622.0,1.089,4.346
KOI,K00573.02,8344004,CONFIRMED,2.06190864,1.9743,214.0,1.63,5622.0,1.089,4.346
KOI,K00574.01,8355239,CONFIRMED,20.13490007,3.7962,1035.2,2.98,4963.0,0.826,4.501
KOI,K04838.03,8216763,CANDIDATE,24.0721647,3.171,177.3,1.1,4352.0,0.613,4.671
KOI,K00416.02,6508221,CONFIRMED,88.2553729,4.539,1132.2,2.96,5176.0,0.738,4.612
KOI,K00417.01,6879865,CANDIDATE,19.193103549,2.5425,6807.3,12.23,5883.0,0.892,4.53
KOI,K00418.01,7975727,FALSE POSITIVE,22.418319842,5.349,11929.0,9.94,5324.0,0.813,4.491
KOI,K00420.01,8352537,CONFIRMED,6.010383339,2.1939,2652.1,3.8,4882.0,0.738,4.558
KOI,K05007.02,3758499,CANDIDATE,80.881757,12.568,142.7,2.27,5934.0,1.885,3.945
KOI,K00006.01,3248033,FALSE POSITIVE,1.334101467,2.1033,120.8,1.74,6178.0,1.58,4.106
KOI,K00475.01,10577994,CONFIRMED,8.1808949,2.7546,723.5,2.1,5081.0,0.77,4.596
KOI,K00475.02,10577994,CONFIRMED,15.31296388,3.0935,864.9,2.34,5081.0,0.77,4.596
KOI,K00476.01,10599206,CONFIRMED,18.42794957,2.9264,706.6,2.24,4768.0,0.779,4.536
KOI,K06765.02,6768616,FALSE POSITIVE,8.8249556,2.976,121.1,1.1,6078.0,0.994,4.434
KOI,K00725.01,10068383,FALSE POSITIVE,7.30497811,4.5414,10930.0,10.86,5247.0,0.744,4.609
KOI,K00728.01,10221013,CANDIDATE,7.189379172,2.0351,8126.4,11.94,6214.0,1.076,4.442
KOI,K00729.01,10225800,FALSE POSITIVE,1.423799421,1.4866,2008.4,4.69,5962.0,1.019,4.464
KOI,K07628.01,2299738,CANDIDATE,1.8134378,7.776,97.4,0.69,5094.0,0.7,4.618
KOI,K00730.01,10227020,CONFIRMED,14.78767172,6.1191,781.8,3.46,5814.0,1.248,4.269
KOI,K00627.02,4563268,CONFIRMED,4.16536757,3.2935,120.0,1.0,5604.0,0.912,4.52
KOI,K00628.01,4644604,CONFIRMED,14.48584765,3.1365,457.1,2.88,5784.0,1.085,4.352
KOI,K00629.01,4656049,CONFIRMED,40.6992062,7.074,429.9,3.2,6419.0,1.362,4.175
KOI,K00630.01,4659405,FALSE POSITIVE,4.532402495,3.12,339.1,3.69,5575.0,1.173,4.278
KOI,K00631.01,4742414,CONFIRMED,15.458056682,8.79536,4253.2,9.11,5868.0,1.407,4.169
KOI,K00682.01,7619236,CANDIDATE,562.1725914,9.8841,5877.8,10.9,5589.0,1.289,4.229
KOI,K00683.01,7630229,CANDIDATE,278.1243979,3.978,2297.8,5.86,5799.0,1.05,4.408
KOI,K00684.01,7730747,CANDIDATE,4.034914368,1.7874,800.1,6.95,5548.0,1.793,3.964
KOI,K00685.01,7764367,CONFIRMED,3.173914037,3.6069,303.0,3.07,6432.0,1.584,4.164
KOI,K07124.02,9024857,FALSE POSITIVE,379.11996,7.22,1107.7,2.74,5546.0,0.81,4.575
KOI,K00686.01,7906882,CANDIDATE,52.513548727,3.2743,14252.0,12.43,5589.0,0.98,4.421
KOI,K00687.01,7976520,CANDIDATE,4.17838675,2.123,316.0,3.13,5746.0,1.687,4.039
KOI,K00730.02,10227020,CONFIRMED,9.84824649,5.7471,436.7,2.68,5814.0,1.248,4.269
KOI,K00730.03,10227020,CONFIRMED,19.7243672,7.202,577.9,3.57,5814.0,1.248,4.269
KOI,K00111.03,6678383,CONFIRMED,51.75530504,7.4355,609.2,2.61,5979.0,1.005,4.394
KOI,K07630.01,2302997,CANDIDATE,16.2982201,2.558,199.0,0.78,3905.0,0.521,4.736
KOI,K00730.04,10227020,CONFIRMED,7.38443269,5.7351,349.8,2.42,5814.0,1.248,4.269
KOI,K00099.01,8505215,CANDIDATE,2190.7010353,19.891,1874.2,3.12,4965.0,0.736,4.555
KOI,K00632.01,4827723,CONFIRMED,7.23858162,3.1199,268.2,1.34,5411.0,0.831,4.561
KOI,K00633.01,4841374,CONFIRMED,161.4746786,10.572,828.2,3.25,5761.0,1.044,4.383
KOI,K00634.01,4861736,FALSE POSITIVE,6.277827312,8.6841,1856.8,4.87,6077.0,0.891,4.526
KOI,K00635.01,5020319,CONFIRMED,16.71987303,3.317,523.1,2.52,6020.0,1.085,4.389
KOI,K00688.01,8161561,CONFIRMED,3.275821982,3.0427,274.9,3.54,6185.0,1.972,4.013
KOI,K00689.01,8361905,CONFIRMED,15.87360981,3.5246,415.6,1.53,5656.0,0.737,4.607
KOI,K00547.03,12116489,CONFIRMED,12.3860474,2.604,151.3,1.11,5121.0,0.888,4.457
KOI,K00690.01,8409588,FALSE POSITIVE,1.360834768,1.4886,1570.5,7.24,6215.0,0.872,4.543
KOI,K00107.01,11250587,CONFIRMED,7.256962446,4.9402,463.2,3.53,5858.0,1.549,4.112
KOI,K00691.01,8480285,CONFIRMED,29.66631669,8.412,668.0,2.83,5956.0,1.098,4.322
KOI,K00691.02,8480285,CONFIRMED,16.2254975,6.471,120.4,1.21,5956.0,1.098,4.322
KOI,K00732.01,10265898,CONFIRMED,1.260258822,1.8594,1130.7,3.57,5550.0,0.954,4.5
KOI,K00732.02,10265898,CANDIDATE,3.29534567,1.902,141.9,1.23,5550.0,0.954,4.5
KOI,K07629.01,2302758,FALSE POSITIVE,0.542122617,1.283,88.3,0.94,5875.0,0.998,4.476
KOI,K00732.03,10265898,CONFIRMED,5.25449393,3.078,169.0,1.41,5550.0,0.954,4.5
KOI,K00733.01,10271806,CONFIRMED,5.924993927,2.8874,1608.1,3.15,5016.0,0.679,4.641
KOI,K00733.02,10271806,CONFIRMED,11.34934848,3.1101,1249.8,2.39,5016.0,0.679,4.641
KOI,K00637.01,5098444,FALSE POSITIVE,26.94927489,10.6977,19964.0,7.37,4723.0,0.512,4.741
KOI,K00638.01,5113822,CONFIRMED,23.6421965,5.018,1102.2,2.9,5750.0,0.882,4.538
KOI,K00638.02,5113822,CONFIRMED,67.0930642,7.334,1254.2,3.51,5750.0,0.882,4.538
KOI,K00639.01,5120087,CONFIRMED,17.97979816,5.5828,459.1,2.89,6141.0,1.352,4.272
KOI,K00640.01,5121511,CONFIRMED,30.99664113,2.9182,655.3,2.43,5324.0,0.853,4.544
KOI,K00692.01,8557374,CONFIRMED,2.462344253,1.8113,180.1,1.33,5736.0,1.008,4.467
KOI,K00692.02,8557374,CONFIRMED,4.822969318,0.8752,332.1,2.22,5736.0,1.008,4.467
KOI,K00548.02,12600735,CANDIDATE,6.0799457,2.706,55.1,0.86,6008.0,1.168,4.35
KOI,K00693.01,8738735,CONFIRMED,28.7796446,8.349,253.2,1.95,6000.0,1.044,4.45
KOI,K00693.02,8738735,CONFIRMED,15.66057688,7.012,384.1,2.05,6000.0,1.044,4.45
KOI,K00694.01,8802165,CONFIRMED,17.42115972,4.9974,928.1,3.11,5679.0,0.972,4.487
KOI,K00733.03,10271806,CONFIRMED,3.13295351,2.2207,435.2,1.39,5016.0,0.679,4.641
KOI,K00733.04,10271806,CONFIRMED,18.64349986,1.8491,813.4,2.14,5016.0,0.679,4.641
KOI,K00408.05,5351250,FALSE POSITIVE,93.803766,2.946,460.1,2.05,5559.0,0.914,4.47
KOI,K00734.01,10272442,CONFIRMED,24.5434566,7.2518,1151.3,3.08,5955.0,0.91,4.52
KOI,K00112.01,10984090,CONFIRMED,51.07926451,6.3729,736.8,2.75,5833.0,1.022,4.407
KOI,K00734.02,10272442,CANDIDATE,70.2780911,2.466,781.6,2.54,5955.0,0.91,4.52
KOI,K00100.01,4055765,CANDIDATE,9.9664004,5.0127,1619.0,16.89,6638.0,3.079,3.664
KOI,K00641.01,5131180,CANDIDATE,14.85185526,3.5263,1341.0,2.73,4129.0,0.652,4.636
KOI,K00642.01,5181817,FALSE POSITIVE,4.350413063,1.7694,192.5,1.26,5978.0,0.876,4.534
KOI,K00643.01,5309353,FALSE POSITIVE,1.376384817,1.745,365.9,1.47,5278.0,0.746,4.591
KOI,K00644.01,5356593,FALSE POSITIVE,45.977861823,7.4493,23886.0,17.09,5761.0,1.096,4.306
KOI,K00695.01,8805348,CONFIRMED,29.90721859,4.8475,588.0,2.16,5739.0,0.896,4.476
KOI,K00696.01,8869680,FALSE POSITIVE,7.03380109,6.4185,138.5,2.61,6122.0,1.934,4.019
KOI,K07378.02,10843431,CANDIDATE,56.391062,5.7,2042.0,3.58,4406.0,0.628,4.643
KOI,K00697.01,8878187,CONFIRMED,3.032147946,3.8627,488.6,3.62,5827.0,1.447,4.151
KOI,K00108.01,4914423,CONFIRMED,15.96532718,4.5837,482.2,3.33,5880.0,1.433,4.154
KOI,K00735.01,10287242,CANDIDATE,22.34213536,6.461,2264.4,5.19,5237.0,0.707,4.568
KOI,K00736.01,10340423,CONFIRMED,18.79418506,3.2906,1529.0,2.33,4126.0,0.602,4.668
KOI,K00736.02,10340423,CONFIRMED,6.73893544,2.813,601.3,1.44,4126.0,0.602,4.668
KOI,K00737.01,10345478,FALSE POSITIVE,14.49839316,3.7343,3271.1,5.16,5268.0,0.735,4.602
KOI,K00738.01,10358759,CONFIRMED,10.3392408,3.075,1184.6,2.98,5730.0,0.87,4.545
KOI,K00645.01,5374854,CONFIRMED,8.50339249,2.9569,188.9,1.95,5877.0,1.265,4.233
KOI,K00645.02,5374854,CONFIRMED,23.7832097,7.939,256.5,2.01,5877.0,1.265,4.233
KOI,K00647.01,5531694,CONFIRMED,5.16949729,4.5122,210.6,2.06,6011.0,1.409,4.123
KOI,K00648.01,5596440,CANDIDATE,10.47490332,33.7939,1170.2,15.45,6526.0,3.232,3.616
KOI,K00700.01,8962094,CONFIRMED,30.86436512,2.9557,551.3,2.23,5677.0,0.828,4.563
KOI,K00700.02,8962094,CONFIRMED,9.36059705,3.2069,236.5,1.42,5677.0,0.828,4.563
KOI,K00700.03,8962094,CONFIRMED,14.6672293,3.742,198.1,1.21,5677.0,0.828,4.563
KOI,K00700.04,8962094,CONFIRMED,68.1609897,5.662,295.6,1.45,5677.0,0.828,4.563
KOI,K00738.02,10358759,CONFIRMED,13.28689997,3.2825,1039.6,2.78,5730.0,0.87,4.545
KOI,K00739.01,10386984,CONFIRMED,1.287076693,1.4942,729.4,1.39,3736.0,0.525,4.724
KOI,K04388.02,9588822,CANDIDATE,61.858947,21.32,70.8,2.47,5529.0,2.817,3.685
KOI,K00740.01,10395381,CONFIRMED,17.6717714,3.4202,918.6,2.44,4869.0,0.687,4.636
KOI,K00649.01,5613330,CONFIRMED,23.44970494,8.6567,315.6,2.71,6188.0,1.524,4.196
KOI,K00102.01,8456679,CONFIRMED,1.73513619,2.2741,952.6,3.27,5751.0,1.071,4.391
KOI,K00650.01,5786676,CONFIRMED,11.95474513,2.1433,903.4,5.15,5059.0,1.657,3.976
KOI,K00651.01,5796186,FALSE POSITIVE,42.55930625,3.0148,2303.5,5.45,6032.0,0.924,4.489
KOI,K00652.01,5796675,CONFIRMED,16.080657264,2.8701,3076.0,4.43,5303.0,0.817,4.547
KOI,K00701.01,9002278,CONFIRMED,18.16407304,2.9355,943.2,1.98,4926.0,0.662,4.653
KOI,K07521.02,12306808,FALSE POSITIVE,7.334073405,2.7308,326.9,1.42,5985.0,0.758,4.603
KOI,K00701.02,9002278,CONFIRMED,5.71489692,2.3572,425.9,1.33,4926.0,0.662,4.653
KOI,K00701.03,9002278,CONFIRMED,122.3858681,7.123,711.1,1.72,4926.0,0.662,4.653
KOI,K00108.02,4914423,CONFIRMED,179.609803,13.755,1273.0,5.47,5880.0,1.433,4.154
KOI,K00703.01,9162741,FALSE POSITIVE,1.368617188,1.6235,126.9,1.84,6561.0,1.584,4.14
KOI,K00653.01,5893123,FALSE POSITIVE,1.125963085,1.5034,146.0,1.41,6225.0,1.116,4.348
KOI,K00654.01,5941160,CONFIRMED,8.59481851,3.254,336.5,1.75,5675.0,0.915,4.459
KOI,K00654.02,5941160,CONFIRMED,10.22215697,1.1939,238.2,1.72,5675.0,0.915,4.459
KOI,K00655.01,5966154,CONFIRMED,25.6721559,5.9629,387.1,2.68,6034.0,1.179,4.359
KOI,K00655.02,5966154,CONFIRMED,151.8851881,12.091,360.6,2.47,6034.0,1.179,4.359
KOI,K00704.01,9266431,CONFIRMED,18.39629744,2.7838,680.2,2.47,5316.0,0.804,4.57
KOI,K00705.01,9300285,FALSE POSITIVE,1.012672041,3.0512,1197.6,5.89,6663.0,1.338,4.275
KOI,K00707.01,9458613,CONFIRMED,21.77568158,7.9588,797.9,4.76,5900.0,1.694,4.022
KOI,K00707.02,9458613,CONFIRMED,41.0283424,9.8052,541.4,3.92,5900.0,1.694,4.022
KOI,K04453.02,10729472,FALSE POSITIVE,0.83442282,1.873,50.9,0.64,5838.0,0.897,4.529
KOI,K00656.01,5966660,FALSE POSITIVE,1.906633332,3.0825,268.0,2.72,6736.0,1.243,4.335
KOI,K00657.01,6020753,CONFIRMED,4.069425638,2.0396,549.1,1.53,4671.0,0.68,4.636
KOI,K00102.02,8456679,CONFIRMED,4.06844957,2.8349,79.8,0.98,5751.0,1.071,4.391
KOI,K00657.02,6020753,CONFIRMED,16.28247625,2.9227,792.6,1.88,4671.0,0.68,4.636
KOI,K00658.01,6062088,CONFIRMED,3.162692075,1.9529,503.7,2.61,5821.0,1.085,4.355
KOI,K00707.03,9458613,CONFIRMED,31.7848157,8.8077,444.5,3.55,5900.0,1.694,4.022
KOI,K00707.04,9458613,CONFIRMED,13.17555999,6.6677,280.0,2.82,5900.0,1.694,4.022
KOI,K00707.05,9458613,CONFIRMED,5.66815821,4.9064,119.7,1.85,5900.0,1.694,4.022
KOI,K00708.01,9530945,CONFIRMED,17.40665216,6.864,586.9,2.95,6086.0,1.216,4.274
KOI,K04577.02,10610039,CANDIDATE,3.07365139,2.102,90.5,0.79,6068.0,0.831,4.565
KOI,K00658.02,6062088,CONFIRMED,5.370639542,2.1121,491.3,2.54,5821.0,1.085,4.355
KOI,K00658.03,6062088,CONFIRMED,11.32977062,3.845,162.4,1.37,5821.0,1.085,4.355
KOI,K00659.01,6125481,CONFIRMED,23.20579353,4.3243,342.5,5.86,5460.0,3.231,3.626
KOI,K00660.01,6267535,CONFIRMED,6.07972016,7.1228,290.8,2.32,5460.0,1.346,4.139
KOI,K07621.01,1025986,CANDIDATE,275.07365,3.37,228.9,1.86,5604.0,1.187,4.226
KOI,K00661.01,6347299,CONFIRMED,14.40090414,4.1682,379.6,2.71,5815.0,1.198,4.27
KOI,K00708.02,9530945,CONFIRMED,7.69363627,5.0324,295.1,2.12,6086.0,1.216,4.274
KOI,K00709.01,9578686,CONFIRMED,21.3851584,4.0819,663.9,2.17,5376.0,0.825,4.516
KOI,K00710.01,9590976,CONFIRMED,5.37493289,3.9567,155.8,2.12,6167.0,1.689,4.037
KOI,K00710.02,9590976,CONFIRMED,8.58600968,3.3443,102.1,1.84,6167.0,1.689,4.037
KOI,K04622.02,11284772,CANDIDATE,4.50158249,1.855,175.7,0.73,4339.0,0.553,4.711
KOI,K00710.03,9590976,CONFIRMED,3.88688862,3.683,58.3,1.29,6167.0,1.689,4.037
KOI,K00604.01,3970233,FALSE POSITIVE,8.254912972,6.8822,19242.0,11.86,5366.0,0.835,4.5
KOI,K00605.01,4832837,CONFIRMED,2.628117322,1.8289,936.8,1.77,3939.0,0.557,4.705
KOI,K00605.02,4832837,CANDIDATE,5.06546874,2.203,121.1,0.62,3939.0,0.557,4.705
KOI,K00606.01,5014753,FALSE POSITIVE,3.170626881,2.7189,14610.0,14.37,6068.0,1.034,4.428
KOI,K00607.01,5441980,CANDIDATE,5.89399142,1.2737,10993.0,11.16,5713.0,0.893,4.541
KOI,K00661.02,6347299,CONFIRMED,25.6613816,4.459,166.5,1.78,5815.0,1.198,4.27
KOI,K00662.01,6365156,CONFIRMED,10.21418792,5.8201,303.8,2.29,5843.0,1.332,4.25
KOI,K00663.01,6425957,CONFIRMED,2.755637216,1.8559,536.7,1.37,4121.0,0.553,4.709
KOI,K07622.01,1293046,FALSE POSITIVE,36.2671673,2.065,627.1,1.5,4264.0,0.62,4.637
KOI,K00103.01,2444412,CONFIRMED,14.91095177,3.325,864.5,2.62,5650.0,0.899,4.5
KOI,K00663.02,6425957,CONFIRMED,20.30652862,2.8014,715.4,1.58,4121.0,0.553,4.709
KOI,K00711.01,9597345,CONFIRMED,44.6996563,6.2289,837.7,3.05,5497.0,1.046,4.394
KOI,K00711.02,9597345,CONFIRMED,3.619309734,3.0504,206.6,1.47,5497.0,1.046,4.394
KOI,K00711.03,9597345,CONFIRMED,124.5245224,9.654,689.9,2.69,5497.0,1.046,4.394
KOI,K04692.02,10972902,CANDIDATE,7.6720844,3.451,75.1,0.72,5972.0,0.807,4.57
KOI,K00712.01,9640976,FALSE POSITIVE,2.178150857,1.931,162.5,1.11,5691.0,0.836,4.56
KOI,K00608.01,5562784,FALSE POSITIVE,25.33709016,9.664,2279.4,3.47,4469.0,0.635,4.625
KOI,K00609.01,5608566,FALSE POSITIVE,4.396999852,1.875,4576.8,13.57,5949.0,1.156,4.311
KOI,K00610.01,5686174,CONFIRMED,14.28228147,2.6588,983.2,1.82,4102.0,0.595,4.675
KOI,K00611.01,6309763,CANDIDATE,3.251659087,1.5286,4747.9,9.83,6367.0,1.087,4.419
KOI,K00008.01,5903312,FALSE POSITIVE,1.16015259,1.3433,170.2,1.4,5842.0,0.985,4.433
KOI,K00094.04,6462863,CONFIRMED,3.743166733,3.6888,126.3,1.5,6181.0,1.331,4.234
KOI,K00664.01,6442340,CONFIRMED,13.13747785,4.8655,212.8,1.85,5762.0,1.143,4.314
KOI,K00664.02,6442340,CONFIRMED,7.78199862,3.947,106.9,1.32,5762.0,1.143,4.314
KOI,K00664.03,6442340,CONFIRMED,23.4433748,5.768,85.0,1.29,5762.0,1.143,4.314
KOI,K00665.01,6685609,CONFIRMED,5.868066282,4.1246,436.5,3.6,5918.0,1.555,4.127
KOI,K00665.02,6685609,CONFIRMED,1.61189046,3.0792,101.1,1.72,5918.0,1.555,4.127
KOI,K00110.01,9450647,CONFIRMED,9.940666412,3.9092,520.2,2.87,6215.0,1.259,4.305
KOI,K00714.01,9702072,CONFIRMED,4.182001885,2.2209,847.4,2.46,5328.0,0.865,4.551
KOI,K04700.02,9413156,CANDIDATE,66.47762,4.487,553.5,1.83,5515.0,0.775,4.592
KOI,K00716.01,9846348,CANDIDATE,26.89316101,2.3266,2193.2,6.78,6096.0,0.908,4.511
KOI,K00717.01,9873254,CONFIRMED,14.70749512,3.1506,262.0,2.04,5676.0,1.28,4.247
KOI,K00612.01,6587002,CONFIRMED,20.73989406,3.1505,616.1,2.11,5132.0,0.77,4.571
KOI,K00612.02,6587002,CONFIRMED,47.4277116,5.2679,820.4,2.33,5132.0,0.77,4.571
KOI,K00613.01,6960456,FALSE POSITIVE,5.07442951,4.064,250.2,1.38,5448.0,0.857,4.562
KOI,K00614.01,7368664,CONFIRMED,12.874712426,2.2491,3860.7,11.26,5963.0,1.424,4.218
KOI,K00665.03,6685609,CONFIRMED,3.07155284,4.0935,86.0,1.65,5918.0,1.555,4.127
KOI,K00666.01,6707835,CONFIRMED,22.24814617,4.1483,613.7,2.72,5629.0,0.943,4.503
KOI,K07636.01,2696205,CANDIDATE,0.702739679,1.379,65.1,0.73,5269.0,0.836,4.508
KOI,K00667.01,6752502,FALSE POSITIVE,4.305219002,2.6845,9738.6,10.34,5780.0,1.0,4.438
KOI,K00104.01,10318874,CONFIRMED,2.508057497,1.1134,1507.6,3.25,4780.0,0.761,4.597
KOI,K00717.02,9873254,CONFIRMED,0.900375925,1.257,41.4,0.82,5676.0,1.28,4.247
KOI,K00718.01,9884104,CONFIRMED,4.585466941,3.4437,383.5,3.29,5788.0,1.495,4.16
KOI,K00718.02,9884104,CONFIRMED,22.71443351,6.0875,575.1,4.01,5788.0,1.495,4.16
KOI,K00718.03,9884104,CONFIRMED,47.903427,6.191,379.3,3.55,5788.0,1.495,4.16
KOI,K00719.01,9950612,CONFIRMED,9.034190783,1.5501,577.6,1.8,4499.0,0.639,4.635
KOI,K00616.01,9714696,FALSE POSITIVE,1.433339604,1.3665,305.2,2.08,6077.0,0.999,4.471
KOI,K00618.01,10353968,CONFIRMED,9.07098164,2.6903,1026.2,2.94,5672.0,0.929,4.506
KOI,K00620.01,11773022,CONFIRMED,45.15535633,5.7845,6208.7,7.65,6046.0,0.972,4.486
KOI,K00670.01,7033671,CONFIRMED,9.48965527,3.587,262.2,2.16,5672.0,1.204,4.279
KOI,K00671.01,7040629,CONFIRMED,4.22865217,3.3275,150.0,1.83,5966.0,1.499,4.169
KOI,K07637.01,2711131,FALSE POSITIVE,2.85889907,1.465,55.7,0.73,4973.0,0.754,4.603
KOI,K00671.02,7040629,CONFIRMED,7.46662068,3.87,120.9,1.65,5966.0,1.499,4.169
KOI,K00671.03,7040629,CONFIRMED,16.25951967,3.854,129.5,1.72,5966.0,1.499,4.169
KOI,K00671.04,7040629,CONFIRMED,11.1317901,4.051,95.5,1.47,5966.0,1.499,4.169
KOI,K00719.02,9950612,CONFIRMED,28.1224393,4.174,194.3,0.9,4499.0,0.639,4.635
KOI,K00111.01,6678383,CONFIRMED,11.427550984,4.6074,500.9,2.35,5979.0,1.005,4.394
KOI,K07631.01,2308411,FALSE POSITIVE,0.983304511,1.78,79.9,1.1,6363.0,1.198,4.386
KOI,K00719.03,9950612,CONFIRMED,45.9029768,5.0041,361.8,1.18,4499.0,0.639,4.635
KOI,K00719.04,9950612,CONFIRMED,4.159816554,1.6261,160.3,0.86,4499.0,0.639,4.635
KOI,K00720.01,9963524,CONFIRMED,5.69059163,2.557,1384.3,3.1,5244.0,0.81,4.538
KOI,K00097.01,5780885,CONFIRMED,4.885488596,5.16165,7458.4,16.66,6036.0,1.909,3.968
KOI,K00620.02,11773022,CONFIRMED,130.17802962,8.4534,11571.0,10.44,6046.0,0.972,4.486
KOI,K00620.03,11773022,CONFIRMED,85.3162004,2.7441,1902.6,6.34,6046.0,0.972,4.486
KOI,K00621.01,12251650,CANDIDATE,17.761998411,2.4644,24177.0,14.25,5088.0,0.669,4.612
KOI,K00623.01,12068975,CONFIRMED,10.34973276,4.4859,119.0,1.44,6003.0,1.109,4.303
KOI,K00672.01,7115785,CONFIRMED,16.08786246,3.095,612.5,2.56,5506.0,0.914,4.473
KOI,K07638.01,2834805,CANDIDATE,25.0032023,5.498,64.1,1.47,6148.0,1.685,4.055
KOI,K00672.02,7115785,CONFIRMED,41.74938613,5.6098,1055.4,2.94,5506.0,0.914,4.473
KOI,K00672.03,7115785,FALSE POSITIVE,0.56680081,3.6116,127.7,1.02,5506.0,0.914,4.473
KOI,K00673.01,7124613,CONFIRMED,4.41746257,2.965,291.0,3.95,6570.0,2.297,3.86
KOI,K00105.01,8711794,CONFIRMED,8.981014925,1.8478,1059.3,3.14,5666.0,0.967,4.362
KOI,K00674.01,7277317,CONFIRMED,16.33888067,9.3599,1718.4,10.47,4877.0,2.595,3.645
KOI,K07632.01,2446134,FALSE POSITIVE,39.1307086,2.295,201.0,1.54,6295.0,1.08,4.401
KOI,K00720.02,9963524,CONFIRMED,10.04157214,2.6577,1114.0,2.97,5244.0,0.81,4.538
KOI,K00720.03,9963524,CONFIRMED,18.36974658,2.939,1143.3,3.58,5244.0,0.81,4.538
KOI,K00720.04,9963524,CONFIRMED,2.79590004,2.056,383.7,1.66,5244.0,0.81,4.538
KOI,K00721.01,9964801,CONFIRMED,13.72462702,6.9758,281.8,2.13,5817.0,1.171,4.293
KOI,K00722.01,9965439,CONFIRMED,46.40626,7.0281,469.1,2.66,6086.0,1.227,4.276
