source_table,object_id,host_id,disposition,period_days,duration_hours,depth_ppm,planet_radius_rearth,stellar_teff,stellar_radius_solar,stellar_logg
KOI,K06425.01,4567118,CANDIDATE,521.10826,18.36,244.7,1.5,5942.0,0.947,4.432
KOI,K06428.01,4575824,FALSE POSITIVE,631.632,16.13,295.1,1.56,5689.0,0.894,4.493
KOI,K06546.01,5263167,CANDIDATE,3.39401963,2.984,98.4,1.03,6181.0,1.029,4.431
KOI,K06549.01,5271803,FALSE POSITIVE,0.5402463,13.93,1148.0,6.2,7296.0,1.498,4.249
KOI,K06550.01,5272571,FALSE POSITIVE,1.288046428,3.637,32.3,2.18,5216.0,3.871,3.287
KOI,K06680.01,6265961,CANDIDATE,5.52507406,2.565,61.5,0.8,5600.0,1.037,4.378
KOI,K06683.01,6285094,FALSE POSITIVE,5.2439783,10.1,93.5,1.03,6029.0,0.956,4.481
KOI,K06684.01,6285396,FALSE POSITIVE,5.2436639,10.53,93.5,0.88,6212.0,0.862,4.537
KOI,K06685.01,6285397,FALSE POSITIVE,5.2438269,8.235,128.6,0.76,4634.0,0.689,4.597
KOI,K06812.01,7032968,FALSE POSITIVE,0.56678702,3.074,7.5,0.27,6045.0,0.999,4.375
KOI,K06813.01,7033713,FALSE POSITIVE,2.19642864,4.933,99.5,0.79,5376.0,0.806,4.576
KOI,K06816.01,7050754,FALSE POSITIVE,0.615787196,3.067,110.6,3.5,6315.0,3.075,3.603
KOI,K06817.01,7090801,FALSE POSITIVE,548.08441,17.66,560.0,2.35,5780.0,1.0,4.438
KOI,K06819.01,7103300,CANDIDATE,3.226232203,0.4022,36.3,1.01,6534.0,1.437,4.203
KOI,K06949.01,8007675,CANDIDATE,2.352446342,1.6802,32.5,1.24,6749.0,2.003,3.941
KOI,K07084.01,8739209,FALSE POSITIVE,3.6972959,21.335,19.7,1.07,6313.0,1.594,4.12
KOI,K07210.01,9640921,FALSE POSITIVE,80.7060641,6.8899,11852.0,15.47,6053.0,0.949,4.494
KOI,K07210.02,9640921,FALSE POSITIVE,2.17814513,2.321,136.0,1.22,6053.0,0.949,4.494
KOI,K07212.01,9641103,FALSE POSITIVE,1.089057762,1.637,37.4,0.44,5096.0,0.737,4.582
KOI,K07213.01,9644411,FALSE POSITIVE,0.379412331,1.561,594.0,1.59,4331.0,0.666,4.62
KOI,K07215.01,9651602,CANDIDATE,3.90735046,2.896,109.3,0.83,5497.0,0.809,4.577
KOI,K07216.01,9652166,FALSE POSITIVE,0.646523404,3.917,25.2,0.85,7257.0,1.631,4.185
KOI,K07345.01,10586619,CANDIDATE,377.501257,11.98,541.4,2.16,5751.0,0.94,4.508
KOI,K07347.01,10597164,FALSE POSITIVE,4.5638537,13.05,71.9,2.97,5446.0,2.39,3.793
KOI,K07348.01,10601538,FALSE POSITIVE,1.463775066,0.953,45.1,1.2,6781.0,1.651,4.125
KOI,K07895.01,8557246,FALSE POSITIVE,246.87131,10.69,433.6,2.02,6168.0,0.96,4.488
KOI,K07476.01,11757422,FALSE POSITIVE,1.81993557,2.43,109.1,0.66,4205.0,0.578,4.668
KOI,K07477.01,11763910,FALSE POSITIVE,0.612888148,2.822,43.1,0.93,6720.0,1.368,4.276
KOI,K07479.01,11773625,CANDIDATE,7.1969168,4.525,47.1,1.1,5530.0,1.575,4.045
KOI,K07480.01,11775530,FALSE POSITIVE,12.8177012,3.465,75.6,1.21,6290.0,1.385,4.151
KOI,K07896.01,8560280,FALSE POSITIVE,85.338393,8.5,633.0,11.4,4850.0,4.696,3.134
KOI,K06299.01,2970670,CANDIDATE,0.947554749,1.097,65.4,0.67,5508.0,0.84,4.569
KOI,K06301.01,2994092,CANDIDATE,50.271927,6.073,574.5,2.94,6520.0,1.215,4.375
KOI,K07879.01,8297017,CANDIDATE,128.208643,2.745,212.2,6.15,7128.0,3.811,3.52
KOI,K06551.01,5282656,FALSE POSITIVE,1.516372183,1.239,93.8,1.06,6142.0,1.046,4.456
KOI,K06557.01,5295206,CANDIDATE,6.63448023,3.603,71.2,1.04,6463.0,1.225,4.313
KOI,K06558.01,5298620,FALSE POSITIVE,12.4239677,16.01,162.4,0.87,4995.0,0.698,4.58
KOI,K06686.01,6292732,FALSE POSITIVE,1.25338826,3.828,44.7,0.64,5869.0,0.942,4.513
KOI,K06687.01,6307000,CANDIDATE,1.002591901,1.247,143.2,0.87,4893.0,0.739,4.574
KOI,K06689.01,6345758,CANDIDATE,3.37116682,4.708,71.4,0.98,5653.0,1.163,4.288
KOI,K06690.01,6364126,FALSE POSITIVE,5.2434664,18.47,119.4,2.83,5047.0,0.766,4.574
KOI,K06691.01,6364195,FALSE POSITIVE,5.2439542,9.82,143.8,0.81,4920.0,0.691,4.636
KOI,K06692.01,6364200,FALSE POSITIVE,5.2441517,9.69,90.1,0.91,6060.0,0.925,4.509
KOI,K06693.01,6364247,FALSE POSITIVE,5.2443332,11.268,29.9,0.58,5952.0,0.971,4.489
KOI,K06821.01,7115200,FALSE POSITIVE,0.566801447,2.352,16.2,0.57,5966.0,1.349,4.184
KOI,K06822.01,7115332,FALSE POSITIVE,0.566794934,4.399,68.9,1.15,6395.0,1.049,4.436
KOI,K06823.01,7115463,FALSE POSITIVE,0.566800287,3.487,73.9,0.88,6075.0,0.969,4.486
KOI,K06824.01,7115597,FALSE POSITIVE,0.566791946,2.77,125.7,1.54,5836.0,0.97,4.5
KOI,K06825.01,7115878,FALSE POSITIVE,0.566790294,3.641,64.0,0.89,6100.0,1.093,4.358
KOI,K06826.01,7116043,FALSE POSITIVE,0.566799725,4.097,46.7,0.77,5576.0,1.132,4.297
KOI,K06827.01,7116226,FALSE POSITIVE,0.566801325,4.176,92.1,1.07,6273.0,1.021,4.454
KOI,K06954.01,8016692,CANDIDATE,6.613671,4.211,32.8,0.91,6056.0,1.597,4.071
KOI,K06955.01,8027902,FALSE POSITIVE,1.79621807,10.16,47.0,1.54,7117.0,2.09,3.988
KOI,K06956.01,8039925,FALSE POSITIVE,20.2594232,19.27,82.6,1.23,6602.0,1.269,4.301
KOI,K06957.01,8042644,CANDIDATE,1.48062814,2.898,62.5,0.76,6187.0,0.937,4.499
KOI,K07088.01,8760760,CANDIDATE,2.68814059,1.12,145.2,0.92,5636.0,0.734,4.613
KOI,K07089.01,8767034,FALSE POSITIVE,0.58640848,2.616,61.3,0.48,4556.0,0.615,4.676
KOI,K07092.01,8804358,FALSE POSITIVE,62.519211,2.523,277.6,1.9,6343.0,1.137,4.411
KOI,K07093.01,8807057,CANDIDATE,97.991569,4.665,126.8,1.41,6499.0,1.169,4.378
KOI,K07890.01,8508493,FALSE POSITIVE,349.85525,5.42,842.0,2.63,5941.0,0.885,4.533
KOI,K07218.01,9655424,FALSE POSITIVE,0.51811818,0.3969,99.0,1.09,6240.0,0.929,4.502
KOI,K07219.01,9657636,FALSE POSITIVE,542.52829,11.06,75.2,1.07,6099.0,1.212,4.204
KOI,K07220.01,9658089,CANDIDATE,1.057080807,1.82,60.6,0.97,6000.0,0.946,4.487
KOI,K07223.01,9674320,CANDIDATE,317.062416,7.438,442.9,1.59,5366.0,0.715,4.625
KOI,K07224.01,9693803,CANDIDATE,13.4959496,2.085,253.6,1.62,5962.0,1.019,4.464
KOI,K07352.01,10646620,FALSE POSITIVE,2.41349123,11.29,57.0,2.11,6628.0,2.595,3.783
KOI,K07353.01,10649230,FALSE POSITIVE,0.447820618,0.4199,58.3,1.42,5927.0,1.607,3.988
KOI,K07354.01,10659624,CANDIDATE,43.2675604,8.331,69.1,1.61,5747.0,1.729,4.018
KOI,K07355.01,10661913,FALSE POSITIVE,1.23133063,3.7,78.9,0.54,4237.0,0.631,4.63
KOI,K07356.01,10661976,FALSE POSITIVE,0.61566096,2.669,13.9,0.84,6619.0,2.23,3.89
KOI,K07357.01,10662021,FALSE POSITIVE,1.23140522,3.338,51.3,0.81,5600.0,1.118,4.32
KOI,K07358.01,10665228,CANDIDATE,11.3251153,2.126,297.2,1.26,5334.0,0.727,4.574
KOI,K07897.01,8560927,FALSE POSITIVE,31.9714488,8.52,42.9,0.87,5846.0,1.323,4.169
KOI,K07483.01,11825996,CANDIDATE,16.9163386,2.521,64.2,0.68,5628.0,0.81,4.513
KOI,K07484.01,11854636,CANDIDATE,37.0200232,1.421,581.0,2.14,5685.0,0.886,4.537
KOI,K07485.01,11855538,FALSE POSITIVE,2.521265,2.69,36.5,1.16,6306.0,1.874,3.828
KOI,K07488.01,11873171,FALSE POSITIVE,0.734426409,1.569,94.1,0.98,6406.0,1.005,4.458
KOI,K07489.01,11904704,CANDIDATE,0.565713361,0.954,86.4,0.81,5220.0,0.881,4.48
KOI,K06305.01,3110937,FALSE POSITIVE,1.89121656,5.14,66.8,0.73,5741.0,0.884,4.438
KOI,K06309.01,3228740,FALSE POSITIVE,0.730956716,2.097,27.8,0.57,6028.0,1.078,4.371
KOI,K06310.01,3230206,FALSE POSITIVE,7.04715073,1.434,282.5,1.54,5941.0,0.911,4.519
KOI,K06443.01,4739565,FALSE POSITIVE,0.898932836,2.437,61.1,1.51,5712.0,1.872,3.959
KOI,K06444.01,4740688,FALSE POSITIVE,3.45423296,2.965,149.8,0.95,4186.0,0.635,4.662
KOI,K06562.01,5307574,FALSE POSITIVE,58.64379,24.44,182.1,1.05,5833.0,0.775,4.537
KOI,K06694.01,6364294,FALSE POSITIVE,5.2436612,11.39,88.3,1.1,6598.0,1.145,4.387
KOI,K06695.01,6367439,FALSE POSITIVE,3.7789374,10.767,56.0,0.48,5017.0,0.605,4.653
KOI,K06699.01,6384840,FALSE POSITIVE,2.49904083,2.651,128.2,1.04,5525.0,0.93,4.458
KOI,K06700.01,6386784,FALSE POSITIVE,1.99567242,3.58,18.0,0.75,6773.0,1.69,4.063
KOI,K06701.01,6390236,FALSE POSITIVE,0.89879279,1.031,26.6,0.57,6224.0,1.096,4.373
KOI,K06828.01,7116236,FALSE POSITIVE,0.566793818,4.929,100.3,1.17,5707.0,0.828,4.538
KOI,K06829.01,7117513,FALSE POSITIVE,0.566797474,2.708,98.8,1.04,6046.0,1.007,4.478
KOI,K06960.01,8091197,CANDIDATE,4.88698386,1.127,125.4,1.2,6152.0,1.009,4.464
KOI,K06962.01,8094221,FALSE POSITIVE,10.8632531,37.68,188.2,19.93,5896.0,0.914,4.516
KOI,K06966.01,8098960,CANDIDATE,8.47484677,2.067,217.8,1.35,5564.0,0.785,4.587
KOI,K06967.01,8104436,FALSE POSITIVE,2.535389624,2.902,418.1,16.24,5488.0,0.706,4.629
KOI,K07095.01,8822585,FALSE POSITIVE,1.627538928,5.583,39.0,1.42,6854.0,2.088,3.934
KOI,K07099.01,8845552,CANDIDATE,34.0357766,3.849,386.6,1.05,4367.0,0.501,4.739
KOI,K07102.01,8868657,FALSE POSITIVE,4.4473549,18.99,203.6,1.52,5531.0,0.764,4.597
KOI,K07227.01,9762514,FALSE POSITIVE,7.51509713,2.62,187.1,1.23,4867.0,0.696,4.63
KOI,K07232.01,9811915,CANDIDATE,1.96682825,1.645,214.3,1.18,5595.0,0.796,4.581
KOI,K07359.01,10665749,CANDIDATE,4.237447181,0.3792,350.1,2.26,5993.0,0.993,4.425
KOI,K07360.01,10670112,CANDIDATE,4.0953585,44.35,226.8,7.76,6839.0,1.7,4.094
KOI,K07361.01,10680424,CANDIDATE,0.92623983,1.267,411.4,1.16,4494.0,0.591,4.692
KOI,K07362.01,10685175,FALSE POSITIVE,3.10197712,7.083,124.6,2.64,8709.0,1.797,4.232
KOI,K07364.01,10686930,FALSE POSITIVE,2.61844178,3.203,45.1,2.16,5088.0,3.293,3.502
KOI,K07366.01,10732401,FALSE POSITIVE,0.933747375,5.974,198.9,8.93,6224.0,1.024,4.454
KOI,K07491.01,11913052,FALSE POSITIVE,3.74785307,3.444,145.9,9.04,4929.0,7.7,3.001
KOI,K07494.01,11922648,FALSE POSITIVE,1.75643185,2.397,51.6,0.58,5696.0,0.812,4.57
KOI,K00126.02,5897826,CANDIDATE,0.875197345,0.052,0.0,0.73,5855.0,1.796,3.999
KOI,K01106.03,3240158,CANDIDATE,13.2298203,3.566,157.8,1.5,6049.0,1.176,4.353
KOI,K01110.02,2837111,CANDIDATE,3.71840884,3.611,77.2,0.84,5982.0,0.96,4.493
KOI,K06313.01,3241662,FALSE POSITIVE,1.70332915,1.663,98.5,0.86,5749.0,0.864,4.547
KOI,K06314.01,3245000,FALSE POSITIVE,20.413812,5.806,496.4,16.5,5514.0,0.826,4.569
KOI,K06315.01,3246867,CANDIDATE,5.32737192,2.226,107.7,0.7,4905.0,0.679,4.593
KOI,K06318.01,3249334,CANDIDATE,5.90260586,1.832,337.7,1.26,4960.0,0.707,4.627
KOI,K06320.01,3324069,CANDIDATE,22.80265,19.34,53.1,2.36,5011.0,3.324,3.321
KOI,K06449.01,4760959,CANDIDATE,29.9315174,2.53,353.0,1.58,5551.0,0.809,4.57
KOI,K06450.01,4764969,CANDIDATE,0.602277579,2.38,34.6,0.78,6510.0,1.228,4.256
KOI,K06451.01,4768756,FALSE POSITIVE,2.40440112,5.49,27.1,0.42,5433.0,0.769,4.55
KOI,K06452.01,4769824,FALSE POSITIVE,21.926779,10.05,198.6,1.26,5853.0,0.868,4.544
KOI,K06454.01,4830859,CANDIDATE,27.2173855,3.268,155.9,1.34,6263.0,1.019,4.404
KOI,K06455.01,4832273,FALSE POSITIVE,501.90703,12.43,306.9,1.83,6316.0,1.036,4.413
KOI,K06568.01,5353938,CANDIDATE,6.27651592,1.973,166.0,0.65,3914.0,0.515,4.748
KOI,K06570.01,5380812,CANDIDATE,16.214474,4.149,161.7,3.53,6801.0,2.637,3.833
KOI,K06571.01,5385469,FALSE POSITIVE,12.422524,13.55,33.9,0.86,7225.0,1.414,4.281
KOI,K06572.01,5385647,FALSE POSITIVE,12.4269264,21.826,126.6,1.66,5349.0,1.505,4.044
KOI,K06573.01,5385667,FALSE POSITIVE,12.4261809,29.09,92.2,1.88,5948.0,1.432,4.106
KOI,K06575.01,5389184,FALSE POSITIVE,1.06995136,1.322,54.8,0.9,5869.0,1.221,4.274
KOI,K06705.01,6423922,CANDIDATE,0.9951412,5.588,101.7,0.22,3325.0,0.109,5.364
KOI,K06706.01,6428942,FALSE POSITIVE,534.86668,8.19,565.0,4.3,6668.0,1.791,4.074
KOI,K06707.01,6436505,CANDIDATE,43.535891,4.712,576.6,1.86,5481.0,0.778,4.592
KOI,K06708.01,6437993,FALSE POSITIVE,1.39797542,9.06,43.2,0.49,5074.0,0.761,4.536
KOI,K06709.01,6442246,FALSE POSITIVE,2.2127498,3.054,22.7,0.68,6195.0,1.405,4.106
KOI,K06839.01,7185487,FALSE POSITIVE,0.53482911,0.996,704.0,0.54,3229.0,0.201,5.08
KOI,K06840.01,7198648,FALSE POSITIVE,0.566799833,5.543,198.0,1.27,5488.0,0.789,4.584
KOI,K06841.01,7199935,FALSE POSITIVE,0.566795728,2.79,18.9,0.64,6130.0,1.393,4.151
KOI,K06843.01,7200225,FALSE POSITIVE,0.566780836,4.937,60.9,0.75,5949.0,0.962,4.493
KOI,K07888.01,8488381,CANDIDATE,4.7368156,2.84,35.3,0.6,6088.0,1.011,4.456
KOI,K06970.01,8115647,CANDIDATE,40.7698541,2.997,239.8,1.87,5884.0,1.21,4.306
KOI,K06971.01,8120820,CANDIDATE,129.222771,7.272,445.3,2.01,4934.0,0.809,4.515
KOI,K06972.01,8123170,FALSE POSITIVE,1.03905082,3.035,43.8,0.87,6558.0,1.28,4.239
KOI,K06973.01,8123937,FALSE POSITIVE,0.503201954,0.167,43.0,2.99,6157.0,2.306,3.827
KOI,K07106.01,8881169,CANDIDATE,5.01880305,1.823,98.7,1.08,6220.0,1.083,4.398
KOI,K07107.01,8890996,FALSE POSITIVE,1.50650745,2.622,27.8,1.13,6839.0,2.02,4.003
KOI,K07235.01,9821428,CANDIDATE,299.70688,15.39,230.7,1.15,5606.0,0.76,4.597
KOI,K07236.01,9837013,CANDIDATE,14.461834,7.156,80.2,1.05,5457.0,1.196,4.239
KOI,K07237.01,9848420,FALSE POSITIVE,7.9320191,8.18,125.1,1.04,5219.0,0.905,4.441
KOI,K07239.01,9850912,FALSE POSITIVE,8.4804737,6.157,337.0,1.85,6092.0,0.998,4.471
KOI,K07370.01,10751908,CANDIDATE,4.48538145,2.297,168.1,0.96,5654.0,0.737,4.607
KOI,K07375.01,10812541,CANDIDATE,4.84847245,0.874,554.7,1.51,4137.0,0.647,4.625
KOI,K07503.01,12004680,FALSE POSITIVE,2.52122764,2.249,127.3,0.91,5546.0,0.81,4.575
KOI,K07504.01,12004689,FALSE POSITIVE,2.5212708,2.706,163.3,0.81,5110.0,0.637,4.674
KOI,K07506.01,12016243,CANDIDATE,11.8436119,6.044,199.3,1.41,6077.0,0.999,4.471
KOI,K01347.02,7037540,FALSE POSITIVE,0.858285844,1.799,43.4,0.9,5945.0,1.346,4.196
KOI,K01427.02,11129738,CANDIDATE,4.88446644,2.057,221.0,0.84,3883.0,0.517,4.725
KOI,K01574.04,10028792,CANDIDATE,8.9772888,4.72,97.5,1.79,5597.0,1.699,3.963
KOI,K01602.02,4860678,CANDIDATE,3.03359398,4.026,95.6,1.55,5557.0,1.616,4.037
KOI,K01681.04,5531953,CANDIDATE,21.9139549,3.271,584.4,10.39,3638.0,0.42,4.844
KOI,K01803.03,4349442,FALSE POSITIVE,6.238315363,2.501,82.9,0.7,4914.0,0.724,4.61
KOI,K06322.01,3329643,FALSE POSITIVE,1.015044104,10.994,158.2,1.98,5910.0,1.124,4.318
KOI,K06324.01,3337438,FALSE POSITIVE,2.97606298,4.124,72.2,5.65,5321.0,6.669,3.158
KOI,K06325.01,3337548,FALSE POSITIVE,2.97586085,4.513,105.9,0.85,5481.0,0.835,4.508
KOI,K06328.01,3343866,FALSE POSITIVE,0.555973803,1.271,75.3,1.9,5445.0,2.117,3.776
KOI,K06461.01,4851338,FALSE POSITIVE,1.23516416,4.713,64.6,0.92,6249.0,1.076,4.428
KOI,K06462.01,4851356,FALSE POSITIVE,1.23513471,5.44,42.8,0.7,5930.0,0.997,4.436
KOI,K06577.01,5397905,FALSE POSITIVE,0.618060842,1.892,25.1,0.51,5339.0,0.793,4.503
KOI,K06579.01,5456979,CANDIDATE,2.6528082,2.297,153.1,1.17,5778.0,0.935,4.48
KOI,K06582.01,5466109,CANDIDATE,2.43135542,1.401,123.6,1.07,6231.0,0.955,4.488
KOI,K06583.01,5471010,FALSE POSITIVE,12.4232158,17.67,261.5,1.3,5497.0,0.809,4.577
KOI,K06711.01,6447326,FALSE POSITIVE,4.3206933,50.68,147.9,1.66,6225.0,1.031,4.45
KOI,K06713.01,6449291,FALSE POSITIVE,5.7768734,5.762,71.0,3.13,5473.0,2.162,3.796
KOI,K06844.01,7200301,FALSE POSITIVE,0.566791802,2.2,49.3,0.66,5691.0,0.887,4.544
KOI,K06846.01,7203194,FALSE POSITIVE,2.24572117,3.88,48.2,0.74,6158.0,1.026,4.455
KOI,K06847.01,7204073,FALSE POSITIVE,0.566801906,1.626,89.7,0.55,4208.0,0.583,4.662
KOI,K06849.01,7217088,CANDIDATE,12.54474243,1.24,263.1,1.88,5767.0,1.159,4.316
KOI,K06851.01,7281217,FALSE POSITIVE,0.566810701,6.19,200.0,1.49,5593.0,0.752,4.584
KOI,K06978.01,8145958,CANDIDATE,3.07551068,1.683,46.1,0.84,5763.0,1.242,4.256
KOI,K06980.01,8155654,CANDIDATE,6.29340543,3.024,96.4,1.08,6214.0,1.076,4.442
KOI,K06981.01,8158324,FALSE POSITIVE,593.19521,25.65,227.3,1.63,6103.0,1.03,4.391
KOI,K06982.01,8162376,FALSE POSITIVE,0.706430188,1.301,50.8,0.41,5037.0,0.568,4.689
KOI,K06983.01,8167504,CANDIDATE,7.7021729,3.987,74.6,0.85,5618.0,0.969,4.449
KOI,K07112.01,8953281,FALSE POSITIVE,0.78430061,2.952,254.7,1.14,5176.0,0.681,4.589
KOI,K07114.01,8953475,FALSE POSITIVE,2.6658312,5.771,40.8,0.99,6276.0,1.353,4.17
KOI,K07115.01,8957572,FALSE POSITIVE,1.5765874,15.18,29.2,15.68,6742.0,3.138,3.688
KOI,K07116.01,8958811,CANDIDATE,2.52557582,2.32,35.4,0.62,5821.0,1.036,4.421
KOI,K07117.01,8958939,CANDIDATE,8.2927558,4.784,103.3,1.01,6146.0,0.943,4.497
KOI,K07117.02,8958939,CANDIDATE,22.786522,2.197,228.3,1.45,6146.0,0.943,4.497
KOI,K07243.01,9899153,FALSE POSITIVE,1.33256167,3.743,59.5,0.63,4895.0,0.828,4.502
KOI,K07244.01,9899193,FALSE POSITIVE,1.332567821,3.4844,31.0,0.96,6600.0,1.681,4.047
KOI,K07246.01,9899421,FALSE POSITIVE,1.33256256,3.088,174.9,16.03,4601.0,12.581,2.321
KOI,K07247.01,9899577,FALSE POSITIVE,1.33258981,3.987,78.4,0.67,5309.0,0.763,4.595
KOI,K07248.01,9899583,FALSE POSITIVE,1.33258375,4.081,60.9,0.84,6108.0,0.997,4.471
KOI,K07376.01,10815677,CANDIDATE,1.284241817,1.965,166.5,1.18,5849.0,0.919,4.517
KOI,K07378.01,10843431,CONFIRMED,8.7396758,3.866,1431.0,3.29,4406.0,0.628,4.643
KOI,K07379.01,10847907,FALSE POSITIVE,0.535493486,2.57,54.0,1.42,6328.0,1.864,4.035
KOI,K07380.01,10848097,CANDIDATE,15.9474242,1.127,191.7,1.21,5472.0,0.877,4.44
KOI,K07383.01,10866969,CANDIDATE,50.0122,3.426,210.4,1.2,5357.0,0.814,4.503
KOI,K07509.01,12053823,FALSE POSITIVE,28.7850347,2.102,102.9,2.5,6581.0,2.42,3.824
KOI,K07510.01,12067960,CANDIDATE,5.60682001,2.714,150.7,1.04,5699.0,0.853,4.553
KOI,K07513.01,12106875,FALSE POSITIVE,5.9371708,4.954,157.1,1.17,5475.0,0.923,4.426
KOI,K07514.01,12157983,FALSE POSITIVE,0.577844035,4.291,320.4,18.93,5693.0,0.816,4.57
KOI,K01957.02,10028352,FALSE POSITIVE,1.75147897,7.89,76.7,1.8,6823.0,2.037,4.04
KOI,K02050.02,6307083,CANDIDATE,3.17796408,0.542,47.7,0.74,5061.0,0.841,4.488
KOI,K02103.02,7620413,CANDIDATE,3.66520844,3.308,65.8,0.82,5579.0,1.029,4.389
KOI,K02199.02,11705004,CANDIDATE,3.05293416,2.155,227.5,1.18,5311.0,0.788,4.588
KOI,K02232.02,2854181,CANDIDATE,12.834857,2.092,293.9,1.73,5492.0,1.016,4.389
KOI,K02321.02,5978559,CANDIDATE,36.2530992,4.73,152.1,1.43,6002.0,1.081,4.424
KOI,K02421.02,8838950,CANDIDATE,4.02321842,2.162,81.2,0.48,4671.0,0.528,4.721
KOI,K02439.02,6867555,CANDIDATE,7.5017934,4.271,134.8,1.32,6321.0,1.125,4.417
KOI,K02449.02,12208631,CANDIDATE,0.912351255,1.072,111.8,1.46,5481.0,1.036,4.369
KOI,K06329.01,3346543,CANDIDATE,12.4701111,3.616,89.7,2.06,5623.0,2.109,3.877
KOI,K06331.01,3356193,CANDIDATE,5.8229815,2.8,281.6,1.36,5704.0,0.804,4.575
KOI,K06333.01,3437739,FALSE POSITIVE,1.89134156,5.891,68.4,0.99,6387.0,1.105,4.41
KOI,K06335.01,3441340,FALSE POSITIVE,0.806277023,7.275,70.8,0.89,6122.0,0.996,4.471
KOI,K06336.01,3448323,FALSE POSITIVE,0.513482156,2.732,91.6,0.83,5495.0,0.882,4.495
KOI,K06464.02,4862625,FALSE POSITIVE,225.66716,16.6,342.9,1.94,6363.0,1.035,4.444
KOI,K06465.01,4863369,FALSE POSITIVE,4.24748886,3.053,121.0,1.01,5807.0,0.922,4.524
KOI,K06466.01,4863753,FALSE POSITIVE,1.000012952,1.221,36.0,2.12,5176.0,3.605,3.534
KOI,K06470.01,4914709,FALSE POSITIVE,8.65303996,1.091,497.0,1.88,5301.0,0.84,4.528
KOI,K06471.01,4914737,FALSE POSITIVE,8.65311903,1.273,206.8,0.85,3929.0,0.55,4.705
KOI,K06584.01,5471141,FALSE POSITIVE,12.4253812,19.781,115.3,1.14,5925.0,1.066,4.412
KOI,K06585.01,5471328,FALSE POSITIVE,12.42555999,28.083,2964.8,4.72,4922.0,0.704,4.576
KOI,K06586.01,5471415,FALSE POSITIVE,12.4257442,29.122,936.0,8.43,8691.0,2.193,4.072
KOI,K06587.01,5471480,FALSE POSITIVE,12.4254241,24.98,378.9,2.17,5853.0,0.895,4.529
KOI,K06590.01,5513822,FALSE POSITIVE,0.755109271,2.619,23.2,0.47,5606.0,0.962,4.39
KOI,K06591.01,5513833,FALSE POSITIVE,0.755101141,3.371,76.7,0.19,3256.0,0.207,5.071
KOI,K06719.01,6471229,FALSE POSITIVE,1.75251585,3.489,125.9,1.02,5952.0,0.844,4.554
KOI,K06720.01,6471230,FALSE POSITIVE,1.752450163,3.0255,55.5,0.79,5779.0,0.99,4.364
KOI,K06721.01,6521174,FALSE POSITIVE,8.27923132,2.355,164.9,1.08,5631.0,0.847,4.557
KOI,K06723.01,6522353,FALSE POSITIVE,0.845097627,1.873,86.5,0.78,5252.0,0.783,4.593
KOI,K06727.01,6531801,FALSE POSITIVE,0.515875396,1.21,1773.0,7.22,7229.0,1.38,4.278
KOI,K06853.01,7281356,FALSE POSITIVE,2.83401711,5.938,84.2,0.93,6247.0,1.002,4.458
KOI,K06854.01,7281399,FALSE POSITIVE,0.566803996,3.399,141.6,0.64,4373.0,0.544,4.722
KOI,K06856.01,7281616,FALSE POSITIVE,0.566799927,4.71,145.1,0.77,5092.0,0.645,4.671
KOI,K06857.01,7281699,FALSE POSITIVE,0.566786121,3.404,81.8,0.79,5603.0,0.846,4.556
KOI,K06858.01,7282008,FALSE POSITIVE,0.56679797,4.503,72.6,0.65,5230.0,0.777,4.594
KOI,K06859.01,7285616,FALSE POSITIVE,0.566802891,1.861,49.2,1.29,6487.0,1.748,4.08
KOI,K06860.01,7335514,CANDIDATE,0.576732089,1.856,35.4,0.43,4524.0,0.717,4.576
KOI,K06984.01,8178616,FALSE POSITIVE,1.01884975,3.233,30.9,0.47,6068.0,0.829,4.568
KOI,K06985.01,8180290,CANDIDATE,10.9279755,2.486,71.5,0.81,6045.0,0.955,4.494
KOI,K06987.01,8192861,FALSE POSITIVE,0.552141897,4.985,105.6,10.04,5952.0,0.904,4.486
KOI,K07119.01,8977176,FALSE POSITIVE,0.50948306,3.14,74.6,1.22,6344.0,1.39,4.091
KOI,K07123.01,9007953,FALSE POSITIVE,1.38718209,2.595,45.5,0.68,6122.0,0.996,4.471
KOI,K07125.01,9025739,CANDIDATE,7.918267,3.478,83.7,0.93,5966.0,1.016,4.418
KOI,K07252.01,9909965,CANDIDATE,10.2170589,2.259,121.3,1.17,6211.0,1.054,4.384
KOI,K07384.01,10867017,FALSE POSITIVE,0.876941133,1.296,73.5,0.85,6018.0,0.975,4.485
KOI,K07388.01,10924400,FALSE POSITIVE,0.750737313,1.712,38.8,0.48,5151.0,0.761,4.602
KOI,K07389.01,10932270,CANDIDATE,27.5837778,1.516,202.5,11.03,5092.0,7.913,2.945
KOI,K07520.01,12304728,CANDIDATE,3.14735789,3.643,51.8,3.45,5189.0,4.93,3.352
KOI,K07522.01,12351927,FALSE POSITIVE,10.116144515,2.70314,58144.0,17.21,4717.0,0.519,4.737
KOI,K07523.01,12353633,FALSE POSITIVE,0.684496369,2.263,28.4,1.12,5800.0,2.053,3.866
KOI,K02523.02,7778767,CANDIDATE,2.61090223,1.976,222.5,1.8,5514.0,1.071,4.345
KOI,K02564.02,9026749,CANDIDATE,17.6637979,6.194,67.9,2.98,5734.0,3.405,3.591
KOI,K02623.02,10916600,CANDIDATE,4.02664625,3.771,30.0,0.68,6187.0,1.238,4.341
