period_days,duration_hours,depth_ppm,planet_radius_rearth,stellar_teff,stellar_radius_solar,stellar_logg,disposition
69.72646639,3.7177,4491.2,11.65,6430.0,1.731,4.107,2
1.609321941,1.6067,728.5,1.57,4224.0,0.603,4.662,2
9.51220046,2.9497,1169.4,1.99,4224.0,0.603,4.662,2
4.72941177,2.234,434.3,1.22,4224.0,0.603,4.662,2
4.887803076,2.36255,4315.8,4.82,4778.0,0.763,4.591,2
4.437962934,4.69813,16388.0,18.05,5953.0,1.415,4.175,2
20.74028645,10.3939,1023.3,4.24,6226.0,1.299,4.264,2
9.69501146,2.75,515.2,2.08,5896.0,0.914,4.516,2
15.3825394,3.815,550.5,2.14,5896.0,0.914,4.516,2
1.818939148,1.644,331.2,1.82,6153.0,0.962,4.487,0
40.1097817,5.2096,732.0,3.11,5509.0,1.169,4.265,2
0.708621057,1.5041,187.5,1.2,5422.0,0.887,4.484,1
2.46106962,2.184,84.2,0.84,5418.0,0.886,4.534,2
3.403743926,1.5017,815.9,10.77,5596.0,0.853,4.533,0
8.03753796,2.9118,286.5,1.54,5044.0,0.804,4.511,2
2.43902575,1.1598,82.5,2.61,6546.0,2.784,3.817,0
56.3587987,6.927,2559.6,5.04,5446.0,0.821,4.525,2
242.467406,12.808,340.3,1.73,5637.0,0.943,4.399,2
169.4976085,7.77,12192.0,9.06,5270.0,0.787,4.592,1
76.13622222,7.9393,2949.5,4.78,5591.0,0.892,4.494,2
4.9883872,9.142,638.2,2.59,5819.0,0.823,4.565,0
2.586878667,6.1614,25480.0,19.84,6812.0,1.172,4.343,0
5.910371418,3.88962,17219.0,12.62,6200.0,0.958,4.488,0
0.917568975,2.0654,15805.0,11.92,5713.0,0.893,4.541,1
5.92365747,2.6302,406.5,0.99,3883.0,0.496,4.762,2
105.3582299,3.81,1210.2,1.87,3883.0,0.496,4.762,2
3.24325988,3.03318,16451.0,12.91,5823.0,1.013,4.438,2
7.79668781,4.6699,361.3,2.44,6521.0,1.276,4.352,1
56.4758069,5.961,1091.8,3.22,5497.0,0.839,4.57,2
92.8747294,7.474,658.8,2.64,5497.0,0.839,4.57,2
1.538180949,1.2635,841.0,1.0,3364.0,0.274,4.978,2
10.4188915,3.0069,670.0,3.17,5692.0,1.064,4.36,2
20.4998763,6.501,437.8,2.8,6249.0,1.076,4.428,2
1.921437488,1.9046,278.7,1.77,5238.0,0.851,4.472,2
96.109323,9.877,982.3,4.01,5792.0,1.005,4.375,2
20.38174802,3.7922,1597.1,3.16,4883.0,0.808,4.515,2
7.00447892,2.669,231.4,1.19,4883.0,0.808,4.515,1
5.101375725,2.595,894.6,2.84,5869.0,0.954,4.479,2
3.47021401,2.289,1105.2,2.4,4922.0,0.744,4.555,0
30.69395532,2.9512,18121.0,13.72,6137.0,1.018,4.46,1
2.139325409,2.8056,6897.8,11.61,4765.0,0.666,4.642,0
29.481061268,3.6636,11871.0,16.61,5631.0,0.901,4.41,1
572.376632,24.42,1743.4,5.8,6226.0,1.299,4.264,2
31.13862664,5.2482,11427.0,12.88,5919.0,1.0,4.485,0
13.93068791,2.312,186.5,1.4,5497.0,0.839,4.57,2
20.4074846,8.839,363.4,2.9,5823.0,0.972,4.472,2
10.35078415,6.253,273.1,1.97,5534.0,1.08,4.338,2
62.9224936,11.64,417.8,2.75,5534.0,1.08,4.338,2
32.7737631,3.416,564.5,5.0,5640.0,1.534,4.076,1
38.6520796,5.607,566.5,2.07,5422.0,0.887,4.484,2
14.20442616,3.898,800.6,1.9,5350.0,0.678,4.647,2
55.673582,3.778,765.1,2.19,4998.0,0.808,4.53,2
6.82778157,2.3726,545.8,1.34,4198.0,0.574,4.689,2
0.687895191,2.4233,462.5,1.35,4478.0,0.651,4.615,0
127.2824442,7.1545,8088.6,12.04,5733.0,1.183,4.281,2
10.06083238,4.5718,460.2,2.58,5705.0,1.14,4.297,2
30.1837021,5.879,974.9,3.65,5733.0,1.183,4.281,2
77.63424586,4.1002,16612.0,9.4,4812.0,0.755,4.548,1
52.75878505,6.6517,5805.8,8.76,6228.0,1.137,4.413,2
41.0772969,5.525,1216.8,3.25,5665.0,0.938,4.381,0
42.4729078,7.253,334.0,2.03,5616.0,1.111,4.327,2
15.17026921,4.3311,224.8,2.47,6297.0,1.369,4.26,2
39.4576228,9.557,244.8,2.8,6297.0,1.369,4.26,2
17.8159689,3.6765,776.8,3.12,5964.0,0.933,4.484,2
36.5157639,3.6577,861.3,2.55,4847.0,0.781,4.54,2
14.07969236,1.375,169.5,2.08,5821.0,1.547,4.097,2
16.54081386,2.5996,370.0,1.57,5064.0,0.769,4.572,2
3.609313059,1.7752,1375.1,3.26,5668.0,0.868,4.545,2
1.93155546,1.614,504.9,2.25,5461.0,0.858,4.552,2
8.41100305,2.4553,755.6,1.8,3757.0,0.539,4.718,2
13.52252364,3.987,690.6,2.11,5338.0,0.816,4.557,2
134.2520474,9.0636,832.1,3.43,5818.0,1.2,4.276,2
3.268695042,3.45188,10091.0,16.91,5927.0,1.691,4.046,2
99.7468804,6.804,1287.0,3.94,5620.0,0.974,4.363,2
11.720123999,3.0039,9763.3,7.94,5215.0,0.77,4.564,2
4.33643506,4.1445,108.5,1.75,6180.0,1.603,4.133,2
15.95541913,3.9851,762.6,2.18,4891.0,0.805,4.516,2
8.25980352,2.928,298.4,1.35,4891.0,0.805,4.516,2
62.5613879,5.907,1372.6,3.54,5662.0,0.84,4.56,2
8.96847034,4.4073,234.3,2.17,5808.0,1.374,4.185,2
1.907810683,1.8707,120.5,0.91,5435.0,0.824,4.578,2
32.85862571,3.1483,162.8,2.31,5899.0,1.414,4.135,1
2.229326354,1.9946,49.1,0.6,5587.0,0.865,4.525,1
2.514628496,1.6239,228.4,1.27,5662.0,0.84,4.56,2
8.025118521,5.3694,3120.4,7.79,6002.0,1.369,4.196,2
5.79529495,2.272,334.3,1.05,3757.0,0.539,4.718,2
73.7578875,2.69,1836.9,4.28,5029.0,0.93,4.429,2
8.56267266,1.53,608.1,2.26,5029.0,0.93,4.429,1
8.30537702,3.751,365.6,1.69,5435.0,0.873,4.495,2
13.22714056,3.2861,812.0,2.22,5180.0,0.8,4.548,2
51.8098276,6.343,1025.4,2.6,5191.0,0.826,4.53,2
4.38536428,2.5126,198.5,1.15,5191.0,0.826,4.53,2
34.205785079,5.1691,183.2,1.1,5191.0,0.826,4.53,2
13.97945055,1.2325,356.1,1.97,5191.0,0.826,4.53,2
3.554856338,2.1004,232.9,1.29,6068.0,0.831,4.565,2
5.28790754,8.5274,343.9,7.1,4994.0,3.818,3.433,2
8.45746636,2.2906,1320.3,1.87,4347.0,0.524,4.73,2
17.28116957,2.829,1562.8,2.04,4347.0,0.524,4.73,2
32.1340014,2.691,1262.0,1.84,4347.0,0.524,4.73,2
59.7711433,4.843,574.5,3.17,6214.0,1.122,4.382,2
4.417692516,2.323,279.2,1.57,4766.0,0.664,4.645,2
10.08744556,2.9884,568.1,3.15,6310.0,1.095,4.417,2
16.34355902,5.474,829.4,3.26,5730.0,1.056,4.394,2
21.96401646,2.7509,693.4,2.57,5774.0,0.958,4.447,2
125.602323,7.105,925.7,2.89,5774.0,0.958,4.447,2
12.51353325,4.301,430.8,1.88,5435.0,0.873,4.495,2
17.9134215,4.364,197.8,1.39,5435.0,0.873,4.495,2
25.2149143,5.76,174.1,1.19,5435.0,0.873,4.495,2
5.42586901,2.5342,259.0,1.48,5594.0,0.934,4.489,2
19.58561177,1.755,532.9,3.09,5618.0,0.996,4.401,2
4.544436472,1.8141,879.3,3.0,5445.0,0.937,4.458,2
12.76220558,2.0688,653.8,3.18,5445.0,0.937,4.458,2
38.7149617,3.441,694.8,2.62,5445.0,0.937,4.458,2
8.78458274,6.459,210.8,2.6,5927.0,1.691,4.046,0
3.69298623,1.7744,763.3,1.74,4402.0,0.572,4.682,2
5.334082429,6.2226,4676.5,13.08,6332.0,1.905,4.016,2
6.4980147,2.4384,190.9,1.87,5727.0,1.104,4.328,2
19.76169247,3.9097,392.5,2.81,6327.0,1.175,4.327,2
5.18498961,2.1397,430.1,1.15,4325.0,0.56,4.68,2
85.6542476,6.866,476.0,3.56,5818.0,1.647,4.065,2
19.32945602,3.794,935.5,2.26,5026.0,0.763,4.604,2
17.79108667,2.662,414.2,2.88,5855.0,1.34,4.148,1
3.290114076,1.5151,645.3,1.49,4484.0,0.594,4.654,2
2.086075752,2.2647,3657.8,10.3,6131.0,1.417,4.071,0
3.311864148,1.4049,5976.5,9.06,5461.0,0.937,4.499,2
63.0732241,5.397,671.3,17.8,6234.0,6.354,3.209,1
2.422084188,2.5613,1871.8,3.55,5598.0,0.83,4.565,2
78.5461106,8.689,658.7,3.55,5808.0,1.397,4.172,2
16.92342126,4.1864,1125.3,3.4,5786.0,0.99,4.465,2
5.47665801,2.5482,648.0,2.01,4650.0,0.706,4.589,2
4.580346161,2.097,308.3,1.38,5103.0,0.789,4.558,2
2.248288213,2.0361,263.2,1.25,5103.0,0.789,4.558,2
6.76690759,1.7062,249.3,1.31,5103.0,0.789,4.558,2
34.1732156,4.7679,635.0,2.37,5201.0,0.834,4.573,2
16.7364755,2.151,1147.0,2.73,4334.0,0.653,4.618,2
137.8645881,1.922,2363.0,15.9,3645.0,0.449,4.797,0
12.43929428,3.176,254.3,1.3,4987.0,0.773,4.531,2
7.62635494,2.4168,296.1,1.21,4955.0,0.721,4.61,2
8.710442022,0.9425,1196.4,3.61,5416.0,0.809,4.575,1
11.35010642,2.2792,1221.0,1.75,3597.0,0.514,4.734,2
109.4450597,3.792,1269.6,3.04,5403.0,0.868,4.5,2
7.56052209,3.8573,659.8,2.4,5895.0,0.94,4.503,2
12.12401737,3.3091,788.4,2.37,5094.0,0.87,4.469,2
9.38740646,1.6165,384.6,1.69,4500.0,0.646,4.656,2
7.41556471,1.973,150.4,0.79,4500.0,0.646,4.656,2
24.2101973,4.046,458.0,1.5,4650.0,0.706,4.589,2
23.8990075,15.955,293.4,3.26,5511.0,1.93,3.914,2
6.22161107,3.4117,165.0,1.59,6277.0,1.097,4.417,2
6.17998508,2.1094,750.5,2.12,5149.0,0.791,4.551,2
1.569066598,2.7803,147.2,1.68,5821.0,1.395,4.172,2
9.59068586,3.452,544.6,3.93,5476.0,1.673,3.904,2
7.03932913,3.514,836.7,4.67,5846.0,1.24,4.278,2
49.6075771,2.9575,626.7,2.12,5187.0,0.774,4.592,2
16.84183355,2.6194,822.1,3.08,5602.0,1.009,4.404,2
7.340714946,2.9987,8510.5,14.31,6056.0,1.498,4.191,2
12.55111099,3.1293,494.1,1.34,4213.0,0.598,4.669,2
3.003879547,3.2848,8538.0,10.96,6311.0,1.172,4.398,2
24.0884178,3.952,387.2,1.16,4213.0,0.598,4.669,2
12.75800092,4.1828,187.9,1.49,5782.0,1.095,4.34,2
5.47033376,3.1441,112.0,1.15,5782.0,1.095,4.34,2
6.51112385,1.6919,695.1,3.09,6032.0,1.001,4.465,2
23.85163321,2.4453,833.7,3.37,6032.0,1.001,4.465,2
2.714078374,1.3115,143.5,1.38,5815.0,0.992,4.461,2
122.8799543,7.835,717.7,2.7,5413.0,0.861,4.51,2
4.88753111,2.034,679.6,2.45,5568.0,0.957,4.499,2
6.14728341,2.7645,119.7,0.79,4997.0,0.746,4.598,2
2.800111267,1.0237,706.7,2.13,4786.0,0.704,4.579,2
34.3511339,4.4408,599.4,2.75,6091.0,0.967,4.487,2
3.413036353,2.61366,3868.7,6.62,5392.0,1.087,4.314,2
3.00725068,4.4302,285.8,1.56,5667.0,0.781,4.587,2
4.194496867,1.7807,660.7,1.57,3706.0,0.522,4.747,2
6.35585682,1.55,176.6,0.86,3706.0,0.522,4.747,1
1.970340203,1.7901,403.2,3.97,4883.0,1.667,3.972,2
5.05821338,1.132,748.3,10.69,4883.0,1.667,3.972,2
26.85323647,4.4557,965.8,2.65,5329.0,0.869,4.455,2
25.0985083,2.7727,167.6,1.59,5782.0,1.095,4.34,2
34.2685741,4.8251,699.3,2.44,5083.0,0.872,4.468,2
5.75321539,1.7948,733.8,3.14,5445.0,0.929,4.51,2
5.50860699,3.0788,203.9,1.49,5448.0,0.883,4.489,2
18.93055119,3.372,684.0,4.41,5015.0,1.643,3.987,2
22.06402,4.1,388.7,2.67,6232.0,1.09,4.432,2
5.756245244,1.071,623.6,2.24,4931.0,0.734,4.605,2
148.4601819,5.499,1532.1,3.61,5159.0,0.821,4.548,2
0.934885365,1.4083,270.4,3.21,4777.0,1.795,3.909,2
25.7626846,6.908,619.5,2.66,5739.0,1.069,4.381,2
11.0317836,4.753,182.3,1.45,5739.0,1.069,4.381,2
4.12511935,2.877,114.7,0.88,5598.0,0.83,4.565,2
4.22464216,1.403,987.0,4.31,6343.0,1.14,4.408,1
13.12162167,3.6138,196.9,1.99,6140.0,1.277,4.265,2
49.6220669,7.222,505.5,3.33,5938.0,1.184,4.331,2
8.08801663,1.8334,952.9,2.94,5269.0,0.874,4.494,2
11.55103848,3.3601,402.8,2.17,5907.0,1.058,4.395,2
4.469754641,1.813,553.9,2.26,5988.0,0.934,4.507,2
15.77382794,4.957,313.6,2.72,6283.0,1.531,4.129,2
6.56226483,4.0144,260.8,3.07,5878.0,1.812,4.005,2
20.67876365,4.6395,323.9,2.42,5865.0,1.272,4.266,2
50.79034648,10.8474,5671.1,10.6,6163.0,1.406,4.185,2
9.59993246,4.3206,271.2,2.08,5865.0,1.272,4.266,2
2.0248205,2.55,63.3,1.01,5865.0,1.272,4.266,2
201.118319,10.328,584.8,2.28,5646.0,0.954,4.447,2
24.7577652,6.998,458.7,2.44,6106.0,0.966,4.487,2
12.7983174,6.401,336.6,2.88,5592.0,1.451,4.115,2
10.13200555,3.1683,911.6,1.67,4777.0,0.561,4.689,2
38.505224,5.941,695.2,2.45,5974.0,0.881,4.504,2
4.6126736,3.0643,133.2,1.6,6140.0,1.277,4.265,2
8.67890312,3.5317,540.6,2.56,5509.0,1.116,4.308,2
39.3135699,5.0137,500.1,2.07,6060.0,0.925,4.509,2
5.94565516,2.1604,401.2,1.12,3974.0,0.564,4.7,2
1.52373073,1.4796,364.7,1.26,3746.0,0.51,4.736,2
4.225384543,2.82038,7563.0,9.0,5574.0,1.054,4.403,2
60.0853848,7.007,432.2,2.4,6028.0,1.047,4.459,2
43.0343364,6.571,541.6,2.5,5550.0,0.911,4.476,2
46.2991052,5.2481,854.9,4.33,5396.0,1.507,4.035,1
88.6440015,7.82,625.5,2.51,5661.0,0.934,4.471,2
35.01190875,2.868,436.7,2.97,5872.0,1.153,4.332,2
16.57099265,2.9052,644.9,2.03,5483.0,0.779,4.589,2
16.00496657,6.5047,377.5,3.71,6384.0,1.904,4.029,2
1.954525966,2.0944,392.8,2.38,5741.0,1.136,4.331,2
7.23400381,2.165,453.3,1.78,5411.0,0.85,4.523,2
6.77408984,2.6215,520.3,2.5,6246.0,1.092,4.433,2
20.172024672,3.1488,5368.1,6.24,5064.0,0.864,4.474,2
26.41044199,3.0715,991.1,2.45,5448.0,0.734,4.613,2
8.27745764,2.713,197.2,2.46,5129.0,1.781,3.884,2
14.37504582,3.208,251.1,2.05,5931.0,1.053,4.403,2
6.31219171,4.9377,403.7,2.17,6322.0,1.075,4.426,1
147.97391,6.854,1267.1,3.33,5578.0,0.95,4.44,2
13.24503482,4.4078,156.1,1.77,5636.0,1.39,4.147,2
77.2550726,10.214,589.5,3.7,6564.0,1.356,4.255,2
3.85690686,2.0808,127.8,0.93,5272.0,0.813,4.574,2
116.3311739,7.025,1586.3,3.26,5354.0,0.835,4.533,2
86.049055,29.28,429.9,2.06,5733.0,0.997,4.432,1
6.31943553,3.3422,581.1,2.71,5670.0,1.022,4.397,2
12.20951755,4.1808,538.1,2.61,5670.0,1.022,4.397,2
3.07644709,2.6326,216.7,1.61,5670.0,1.022,4.397,2
2.11913005,4.141,28.7,1.35,5799.0,2.377,3.813,0
68.958447,3.128,123.3,1.11,5455.0,0.888,4.497,2
18.79591276,7.5235,2431.4,7.39,6163.0,1.406,4.185,2
63.0380366,7.3702,658.7,2.59,5798.0,1.019,4.411,2
9.69315023,5.6725,141.8,1.89,5683.0,1.472,4.108,2
8.48031229,7.105,351.1,2.58,5910.0,1.078,4.364,0
56.1886436,6.5272,346.2,2.56,5700.0,1.176,4.327,2
6.92101452,4.3591,529.7,1.48,4461.0,0.585,4.661,2
3.27344784,1.7292,262.5,0.81,3758.0,0.496,4.769,2
15.3789014,4.662,185.1,2.94,5817.0,2.153,3.877,2
134.4785189,5.9288,4033.5,10.52,5791.0,1.336,4.185,2
5.007414194,1.3584,4413.9,8.8,5957.0,1.042,4.417,1
98.7179332,6.593,7320.0,6.99,5808.0,0.786,4.583,2
71.52543938,5.9189,5904.3,5.76,4855.0,0.778,4.542,2
17.50441726,4.2585,725.4,3.56,5815.0,1.329,4.16,1
1.72086129,2.0243,10184.0,13.25,5742.0,1.215,4.297,2
56.4349933,4.7381,580.0,2.37,5534.0,1.001,4.381,2
33.7888028,5.496,649.2,2.71,6202.0,1.062,4.436,2
3.215109385,4.365,158.0,1.54,5541.0,0.934,4.472,2
3.29276797,4.8069,80.7,1.39,5683.0,1.472,4.108,2
13.72710334,7.3419,199.2,2.38,5951.0,1.693,4.017,2
24.3110031,8.7682,184.4,2.3,5951.0,1.693,4.017,2
44.4304059,10.306,238.5,2.61,5951.0,1.693,4.017,2
9.34145925,6.18,81.7,1.56,5951.0,1.693,4.017,2
4.97760447,2.5719,287.3,1.75,5353.0,1.023,4.358,2
21.1285655,3.852,176.7,2.88,5817.0,2.153,3.877,2
24.4851178,4.642,263.8,7.14,6655.0,2.995,3.638,0
7.51854537,2.845,286.7,1.42,5064.0,0.864,4.474,2
86.7490807,9.179,547.1,2.23,5579.0,0.97,4.419,1
25.96190067,6.2732,350.3,3.25,6369.0,1.729,4.088,2
130.3543929,6.474,5128.7,7.7,5970.0,1.015,4.463,2
1.855557556,2.35672,10570.0,10.05,5657.0,0.947,4.441,2
3.261759866,1.7593,3876.1,8.01,6131.0,0.945,4.497,1
16.78175788,3.7386,908.0,2.25,4925.0,0.742,4.588,2
105.3035093,6.214,1362.2,3.18,5534.0,0.875,4.515,2
2.549562652,1.6999,495.1,1.11,3716.0,0.506,4.74,2
13.96950181,1.5871,1110.0,2.04,3716.0,0.506,4.74,2
5.21230171,2.098,430.0,1.04,3716.0,0.506,4.74,2
17.76076524,1.6679,1287.2,1.93,3826.0,0.516,4.744,2
10.55840479,3.366,194.2,1.41,5353.0,1.023,4.358,2
20.92735802,3.4256,8091.0,17.36,6126.0,1.109,4.358,1
6.98800953,3.103,193.2,1.39,5353.0,1.023,4.358,2
22.8245144,6.617,322.7,3.36,6642.0,1.846,4.057,2
49.1011093,6.341,845.6,3.28,5393.0,1.11,4.299,2
7.05675145,2.0261,130.0,1.68,6388.0,1.402,4.244,2
34.8536903,5.333,767.7,2.4,5818.0,0.848,4.554,2
2.41434868,1.2701,191.0,0.97,4507.0,0.724,4.573,2
4.30656389,4.1107,257.0,1.95,6108.0,1.03,4.466,2
7.794302043,1.1081,3387.4,16.51,5494.0,0.982,4.405,2
14.5324483,3.13,1355.9,3.11,5345.0,0.86,4.473,2
5.248667607,1.917,601.2,2.84,5807.0,1.012,4.437,2
7.96431492,1.5342,746.0,2.44,5185.0,0.91,4.44,2
92.7297248,6.83,1257.5,2.81,4580.0,0.675,4.641,2
1.485710994,2.2874,20824.0,14.48,5624.0,1.018,4.432,2
30.5231459,2.7286,2212.3,11.26,5518.0,0.79,4.585,1
71.3116598,8.813,2138.0,4.94,6194.0,1.069,4.445,2
28.78270955,3.451,864.5,2.11,4774.0,0.745,4.58,1
1.411230023,1.4325,388.2,1.71,4575.0,0.737,4.564,2
96.9151707,6.065,862.8,2.37,5162.0,0.791,4.559,2
13.47472742,2.5995,729.6,1.96,5395.0,0.734,4.615,2
2.29503515,1.654,172.1,1.18,5637.0,0.909,4.482,2
27.495634,4.858,483.3,2.11,5657.0,0.911,4.401,2
14.08826442,4.1847,889.4,2.66,5853.0,0.895,4.529,2
3.905081685,2.8213,21340.0,12.78,5543.0,0.887,4.54,2
110.9643706,12.831,1283.2,2.11,4441.0,0.546,4.695,2
4.539297295,1.9455,798.1,2.34,4914.0,0.724,4.61,1
6.94135824,1.8899,825.0,2.96,5527.0,0.88,4.491,2
17.276296682,3.94738,10458.0,7.31,4941.0,0.738,4.599,2
31.7821117,3.856,570.2,2.08,5527.0,0.88,4.491,2
4.36273233,2.2375,341.6,1.76,5527.0,0.88,4.491,2
18.6848377,3.7965,1251.5,1.93,4156.0,0.545,4.712,2
7.41634701,2.1362,505.5,1.24,4156.0,0.545,4.712,2
9.91724268,3.2241,457.9,2.85,5539.0,1.207,4.244,2
82.5341188,4.8556,1895.4,2.45,4316.0,0.58,4.678,2
20.16037858,4.13,343.6,1.75,4975.0,0.724,4.614,2
10.99470891,1.5929,884.7,1.71,4302.0,0.586,4.661,2
124.03589939,4.8472,7690.0,11.13,5822.0,1.28,4.244,1
1.194812329,1.3777,189.5,1.36,6198.0,0.97,4.475,0
10.84969477,3.474,1122.1,2.67,5251.0,0.778,4.592,2
12.18420006,2.5014,499.3,2.59,5771.0,1.068,4.374,2
3.76417012,2.0111,558.4,1.7,5063.0,0.728,4.617,2
5.92972237,2.518,412.1,1.92,5741.0,0.956,4.492,2
12.2476121,3.209,402.7,1.9,5741.0,0.956,4.492,2
13.59051547,3.784,621.9,2.4,5442.0,0.974,4.409,2
46.8776724,10.041,539.8,2.62,5504.0,0.993,4.418,2
89.1935737,4.0104,868.3,3.81,6071.0,1.295,4.239,2
13.09390911,2.2805,398.7,2.2,5772.0,0.956,4.487,2
4.915385452,2.7757,225.5,1.46,5772.0,0.956,4.487,2
9.76785911,2.1649,585.4,2.54,5371.0,0.852,4.513,2
40.80957343,3.158,436.1,3.44,6183.0,1.3,4.301,2
22.08551599,2.1727,3157.4,3.34,3828.0,0.565,4.712,2
1.151166776,1.0907,578.4,1.28,3951.0,0.535,4.73,2
4.693305543,5.17249,14523.0,17.85,6365.0,1.47,4.22,0
3.246732048,3.0535,6998.2,12.4,5763.0,1.457,4.15,2
8.3606759,6.287,194.8,1.49,5771.0,1.068,4.374,0
62.1385979,4.2938,886.3,5.14,5123.0,1.621,3.992,2
17.1181036,1.29,167.7,1.22,5576.0,0.929,4.515,1
8.29482811,2.7437,559.5,2.76,5773.0,0.939,4.478,1
17.84850835,5.8919,391.2,3.29,6188.0,1.465,4.152,2
26.1363443,6.613,362.2,2.8,6188.0,1.465,4.152,2
11.1895709,5.3,143.3,1.81,6188.0,1.465,4.152,2
2.757977384,2.1489,211.0,1.69,5919.0,1.0,4.435,2
18.692860599,3.88584,51256.0,14.81,5190.0,0.66,4.66,0
14.80075082,5.762,501.4,17.38,6327.0,7.663,3.092,2
3.126861192,1.1926,794.6,5.12,4854.0,1.749,3.939,2
87.24250316,4.1206,17860.0,15.86,5671.0,0.955,4.501,0
10.240611361,0.9617,2958.0,3.9,5227.0,0.64,4.623,1
16.87725775,3.7917,818.4,2.54,5497.0,0.872,4.512,2
12.05705659,2.3462,523.9,1.96,5365.0,0.834,4.537,2
28.26727385,4.5839,1160.2,2.93,5132.0,0.886,4.457,2
3.770590654,2.029,314.4,2.13,5714.0,1.208,4.274,2
2.7073064,3.4378,69.5,1.36,6045.0,1.629,4.069,2
23.11707222,3.9948,2407.5,4.37,5275.0,0.796,4.505,1
4.77502117,1.7087,451.4,1.73,5275.0,0.796,4.505,1
66.4159789,7.061,2053.2,3.44,5383.0,0.759,4.603,2
8.0103929,4.2713,294.1,1.88,5616.0,1.111,4.327,2
5.69590202,3.5661,4921.1,6.61,6106.0,0.94,4.497,1
27.6666375,6.315,324.0,2.04,5616.0,1.111,4.327,2
5.19559398,3.748,116.0,1.18,5616.0,1.111,4.327,2
57.2488518,6.083,1455.6,3.19,5642.0,0.846,4.542,2
37.0551726,5.439,1028.8,3.19,5642.0,0.846,4.542,2
16.33269981,2.174,300.4,1.61,5208.0,0.772,4.563,2
10.05550267,2.951,147.7,0.92,5208.0,0.772,4.563,2
9.30413878,1.9254,637.3,1.67,4458.0,0.658,4.611,2
4.33722007,2.4973,358.5,1.63,5390.0,0.876,4.499,2
1.653889476,1.7242,124.4,0.97,5390.0,0.876,4.499,2
150.8783198,8.6797,659.9,4.37,5504.0,1.737,3.999,2
3.553831111,3.1029,191.8,1.62,6015.0,1.081,4.37,2
1.6783263,2.5123,146.3,1.57,6015.0,1.081,4.37,2
5.65378163,1.9483,366.8,1.82,5988.0,0.934,4.507,2
5.99185827,1.7215,186.3,2.75,6157.0,1.695,4.049,2
120.0183551,11.637,886.0,4.54,6469.0,1.467,4.253,2
14.30517579,4.535,863.4,3.05,5741.0,0.846,4.555,2
9.18189122,4.343,363.6,2.17,5741.0,0.846,4.555,2
2.64622742,1.407,155.5,0.99,5167.0,0.787,4.555,1
2.935362067,1.5043,1052.6,3.15,4922.0,0.823,4.505,2
13.53953595,4.389,134.2,2.32,6109.0,1.997,3.985,2
22.7082375,3.503,298.8,1.72,6170.0,0.992,4.472,2
7.97033985,2.6675,490.8,1.81,5774.0,0.818,4.567,2
5.33459393,2.642,226.3,0.79,4275.0,0.533,4.704,0
8.49640437,2.2128,834.0,2.14,5093.0,0.709,4.586,2
66.1843646,5.155,560.5,2.72,5640.0,0.978,4.447,2
2.032318856,1.1596,287.5,1.12,4670.0,0.682,4.635,2
3.62275506,2.7868,180.6,1.62,5794.0,1.216,4.282,2
2.892216772,1.3596,360.5,1.31,4229.0,0.615,4.655,2
187.746606,5.885,1583.0,2.95,5303.0,0.753,4.55,2
2.543063763,2.8473,152.0,1.26,5579.0,1.029,4.389,2
3.177414601,1.5262,1134.3,2.65,5303.0,0.708,4.63,2
2.168451063,1.458,466.9,2.41,6153.0,1.109,4.382,2
37.8154157,4.662,286.4,1.21,4856.0,0.705,4.624,2
53.5783052,5.194,224.9,1.16,4856.0,0.705,4.624,2
6.69332825,2.311,781.8,2.44,4245.0,0.637,4.641,1
33.1362861,4.163,825.2,2.05,4245.0,0.637,4.641,2
7.72513619,2.042,382.2,1.71,4245.0,0.637,4.641,2
10.71253475,2.7186,1198.6,2.02,4175.0,0.544,4.715,2
32.5635249,5.418,578.3,2.05,5225.0,0.859,4.505,2
12.19140405,1.8832,665.8,2.46,5516.0,0.967,4.399,2
6.11784972,3.458,60.5,1.05,6226.0,1.333,4.247,2
3.97599629,2.2029,206.0,1.11,5143.0,0.778,4.561,2
7.68478504,2.447,274.1,1.47,5344.0,0.907,4.469,2
0.990516282,2.019,101.6,3.52,5975.0,2.399,3.755,0
15.0447098,5.823,97.9,1.51,5798.0,1.525,4.025,2
29.0726293,2.516,439.6,2.32,5799.0,1.042,4.37,1
1.118547814,1.5534,234.8,0.98,4496.0,0.658,4.65,2
6.42199919,2.6192,161.6,1.25,5985.0,0.981,4.468,2
9.75374033,2.348,430.8,1.87,5806.0,0.899,4.528,2
81.3153052,5.807,715.5,2.55,5325.0,0.975,4.39,2
51.3283527,9.357,692.3,3.06,6119.0,1.119,4.353,2
19.7919389,3.787,383.7,2.58,6285.0,1.039,4.441,2
26.8475962,10.068,254.1,3.2,5508.0,1.988,3.897,2
62.8917493,6.831,791.0,2.5,5052.0,0.855,4.48,2
14.87149773,2.4076,944.9,1.59,3825.0,0.524,4.749,2
2.732767897,1.1102,613.1,1.42,3825.0,0.524,4.749,2
9.61375316,4.654,797.9,3.27,5997.0,1.11,4.364,2
6.6254781,2.358,122.0,0.9,5211.0,0.832,4.5,1
29.9685917,6.678,309.5,1.91,6249.0,1.076,4.428,2
33.2407985,4.675,341.9,1.51,5382.0,0.827,4.571,2
2.97600846,4.274,103.2,2.27,6208.0,2.088,3.898,0
15.18727049,4.509,292.5,1.94,6136.0,1.005,4.414,2
