period_days,duration_hours,depth_ppm,planet_radius_rearth,stellar_teff,stellar_radius_solar,stellar_logg,disposition
0.7131492,2.428,450.0,4.89712,5128.9,1.93,3.88,0
25.8386422,5.209,1806.0,4.31235,5769.0,1.03,4.43,2
0.78381,1.443,426.099,3.89595,7842.0,1.72,4.22,0
4.4652986,2.502,14440.0,14.5331,6051.2,1.18,4.35,2
11.0708575,2.1937617,1149.7328034,2.3337648,4356.0,0.700727,4.53491,2
2.6380089,3.55,1683.0,12.8098,7495.0,2.5,3.88,0
2.7260173,2.703,1165.0,4.98036,5256.0,0.79,4.59,0
2.86876,2.422,1030.0,8.48351,8342.0,2.65,3.9,0
2.958148,3.769,980.0,4.47387,6294.0,1.58,4.13,0
0.98736,1.464,370.0,3.41784,6301.3,1.69,4.07,0
3.99307,4.783,3892.81,6.35126,4731.1,0.93,4.35,0
6.5560604,2.703,861.0,13.1465,8918.0,4.58,3.51,1
1.3812787,2.4,1573.0,5.91488,6483.0,1.38,4.28,0
2.2813432,1.1601933,1126.6619488,12.7387194,6174.0,2.35511,4.27404,1
5.48923,3.29,910.0,11.8401,6004.0,1.62,4.06,0
0.43889,0.947,650.0,6.69456,7111.0,2.32,3.91,0
2.3359622,6.0165684,3066.2492749,18.3852989,7577.0,2.0780001,4.05,0
6.8674054,3.488,779.0,2.4024,6051.5,1.03,4.48,1
14.431887,3.265,1687.0,3.73311,6051.5,1.03,4.48,1
10.5739824,4.04,5460.0,9.43898,6519.0,1.27,4.36,2
9.9783319,4.2281711,179.2248456,2.0515332,6073.5,1.47131,4.1,2
4.4247042,1.318,2447.0,8.3621,6594.0,1.49,4.23,2
2.2222094,2.461,87.0,1.39527,6594.0,1.49,4.23,2
1.0082361,1.41,228.0,1.7202,5795.29,1.13,4.438,2
1.2168732,0.86,1240.0,3.43106,4634.6,0.78,4.51,2
1.4520486,1.339,393.0,1.404,4184.0,0.69,4.57376,2
4.731977,0.361,3470.0,6.97384,4223.45,0.66,4.61744,1
6.1182129,0.6671441,1805.1895773,6.1579891,5427.0,0.890109,4.51461,1
3.0197807,3.5896763,12016.7483851,17.9176077,7128.0,1.58815,4.23768,1
14.4204896,5.1737619,1061.4991496,4.7909139,6383.0,1.41048,4.24518,1
1.0697621,1.356,376.0,1.60037,4946.0,0.8,4.53834,2
3.0726434,2.2602485,10471.4949697,19.9197757,7164.0,1.55831,4.25661,2
0.6763235,4.916459,30.1617977,1.700035,8475.0,2.9486499,3.82228,0
2.8997405,1.849,13760.0,10.0433,5224.0,0.82,4.55801,2
0.8533534,1.2018737,25080.3290695,12.600718,3658.0,0.608076,4.438,1
6.9561134,3.3628003,15989.231101,12.090823,5387.0,0.940037,4.46259,2
13.001789,4.4847322,1339.5837664,3.84805,5914.0,1.00826,4.46,2
2.7556532,3.3967282,2854.4589288,6.4145519,4993.0,0.696945,4.66918,0
4.8962484,2.362418,1186.0289925,3.5246468,4528.99,0.799965,4.48318,1
0.78999,1.153,5750.0,1.99,5558.0,1.1,4.43,0
11.35626,6.047,2190.0,12.9372,6314.0,2.14,3.87,0
0.6412558,1.1161082,1029.5348333,4.841202,5854.65,1.47292,4.1262,0
2.3109689,3.4303821,6829.4236495,17.30428,6371.0,1.95411,3.94807,2
7.4341456,2.424,701.0,1.97737,5064.0,0.78,4.57887,2
2.650232,2.03,6449.0,15.9327,7400.0,1.94,4.11,2
6.1095756,2.441,510.0,2.19963,5587.0,0.91,4.51,1
29.871853,4.6960535,712.5668187,2.4078494,5393.86,0.735511,4.67802,1
0.6858178,1.3936363,148.2277582,0.9996714,5142.0,0.82354,4.54622,1
0.8675883,1.3814953,321.4840933,1.4302423,5011.22,0.74524,4.6136,1
18.840891,5.765,331.0,2.00342,6093.0,1.22,4.32207,2
5.1396666,0.8991981,769.5996824,2.259057,5374.0,0.815924,5.96065,2
9.4280902,1.377,799.0,2.49195,5374.0,0.82,5.96065,2
27.6438617,5.321,560.0,3.68027,5873.0,1.62,4.043,2
6.267832,2.789,321.0,1.99779,5950.0,1.15,4.438,2
15.5174519,5.322,434.0,2.43592,5780.0,1.34,4.438,1
4.6274206,4.6582573,152.4142924,1.43332,5780.0,1.34,4.438,1
22.092974,5.813,435.0,2.33525,5885.0,1.24,4.27782,1
0.4090681,0.6165726,1281.2294665,1.1833779,3328.0,0.308799,4.91612,2
23.5407467,4.025,956.0,2.11441,5236.0,0.75,4.63898,2
0.4702719,1.3258819,209.49313,1.4344026,5466.0,0.92499,4.48625,2
9.8130697,3.91,630.0,2.67352,6240.0,1.06,4.46607,1
4.7842093,2.947,390.0,2.14401,6240.0,1.06,4.46607,1
6.3170657,2.4466954,688.3375977,2.4720516,5180.0,0.83031,4.54308,1
4.5057387,1.885675,428.7456455,1.7133121,5180.0,0.83031,4.54308,1
1.2273079,4.8114753,66.4147779,3.6075647,6906.0,4.12041,4.438,0
8.0970819,3.127852,4723.0724376,2.6354043,3391.0,0.381586,4.84373,2
2.3691849,1.6840374,699.3113402,1.614201,5780.0,0.604385,4.64751,1
5.13002,4.78,3376.0,8.86428,5430.7,1.58,4.4,1
2.0439268,1.008937,465.1929875,1.0924808,3407.0,0.473603,4.7606,2
16.5379864,2.796,608.0,2.51948,5781.0,1.03,4.43068,2
11.0619937,1.7587777,3249.1164334,1.6184944,3248.0,0.275364,4.95407,2
6.5886877,1.678,852.0,2.12746,4920.0,0.71,4.64,2
4.3135263,1.874,274.0,1.17405,4920.0,0.71,4.64,2
2.6794168,2.988801,13578.3447901,13.6925582,6075.0,1.14394,4.38,1
3.6231364,2.385,17749.0,18.4921,6458.8,1.35,4.32,1
18.712253,6.475,6066.0,10.3984,6125.0,1.27,4.29,2
2.7759678,3.074,13613.0,15.4018,6140.0,1.24,4.32,2
9.155934,3.1412022,908.2412562,2.4949092,5219.0,0.82204,4.55718,0
6.8424983,3.3079378,8029.880305,16.4578474,5766.0,1.1282001,4.438,0
2.1779407,2.098,110.0,1.28228,5801.89,1.26,4.25132,2
2.8791023,2.7497683,11426.6170088,12.0920506,5583.0,1.1145999,4.33946,2
11.3125266,2.5943007,861.7265878,2.686447,5290.0,0.854841,4.53286,1
1.4200248,1.431,23730.0,12.5242,4910.0,0.77,4.57248,2
1.8718991,1.475,920.0,2.40733,4201.0,0.75,4.5079,1
5.9711357,1.5478671,1437.1086027,1.8721145,3834.0,0.490737,4.74552,2
15.5324385,1.7640717,2937.4953214,2.013576,3382.0,0.369306,4.85532,2
1.880531,1.1911684,1214.0066593,1.4548629,3382.0,0.369306,4.85532,2
3.0929386,0.8776502,254.2319025,1.2815317,4884.29,0.750598,4.59034,2
6.7650398,1.421,269.0,1.39215,4884.29,0.75,4.59034,2
2.5272822,1.265861,1847.4872236,2.2007181,3624.0,0.49012,4.74607,2
20.7724316,5.508,1415.0,3.91576,5625.56,0.97,4.46798,2
52.5637056,6.5,1193.0,3.28372,5625.56,0.97,4.46798,2
6.3634106,2.692302,2368.6952027,4.4784698,5103.0,0.859483,4.50257,2
5.2544884,2.898,567.0,2.1916,5958.0,0.99,4.48217,2
5.222621,4.693629,15867.9920175,3.7216015,3453.0,0.275946,4.95337,0
8.4953513,0.9060555,718.4869448,5.2961699,10012.0,1.88016,4.29876,1
1.2174936,2.57,6969.0,12.9438,6596.04,1.46,4.2467,2
2.7324809,2.2139341,9548.2806012,18.2785375,6695.0,1.61271,4.17494,2
10.1802014,4.613,11500.0,12.3422,5623.0,1.04,4.4,2
16.6828999,1.804,2054.0,17.1854,6423.0,2.63,3.74,0
4.86709,3.103,4210.0,7.42915,5814.3,1.15,4.34,2
2.1853174,1.656,1168.0,14.8742,8332.0,4.02,3.54,0
5.7121916,4.775,7555.0,15.4584,6720.0,1.79,4.09,1
5.0037857,4.154,1950.0,6.77338,6109.0,1.09,4.42,0
1.1623941,1.266,1099.0,8.21669,5843.7,2.23,3.82,0
0.2666485,1.075,230.0,1.30468,4154.0,0.71,4.53,0
0.4721054,1.6995515,45.2185132,1.3988866,7269.0,1.93752,4.08,0
4.4902667,2.758,2513.0,5.56985,5899.0,1.23,4.29,1
0.86673,1.089,662.925,3.54647,5904.0,1.25,4.31,0
5.147905,5.405,3710.0,18.0411,6064.0,2.9,3.57,2
5.0267996,2.754044,6358.0060702,12.9814741,6434.0,1.4782799,4.21,2
10.82661,6.877,5890.0,11.5303,5113.0,0.68,4.71,0
0.8165295,2.294,468.0,4.12435,8911.0,1.85,4.26,0
1.4014167,3.661,2730.0,11.8932,8014.0,1.6,4.32,0
5.8574075,5.8548029,6489.7302346,13.8892762,5982.9,1.67987,4.03,2
1.077774,2.682,2680.0,10.1773,7274.0,1.58,4.25,0
2.7536237,2.39,1460.0,11.1685,5647.0,2.41,3.68,0
1.6534102,3.102,600.0,6.07704,6928.0,1.46,4.29,0
1.2456423,1.354,691.0,3.80598,6194.0,1.5,4.16,0
3.4272549,5.9083927,569.4677099,7.7503736,6338.0,2.0707099,3.9,0
10.9115374,3.269,1039.0,18.4382,9195.0,3.37,3.75,0
0.46741,1.25,1592.12,7.77804,7960.5,1.77,4.23,0
2.1575124,2.236,550.0,11.8527,8326.0,3.87,3.58,0
1.577609,1.646,1055.0,9.73924,7856.0,2.91,3.78,0
1.59782,1.49,1713.69,3.59995,5037.6,0.79,4.72,0
1.23852,3.138,440.0,7.11712,6524.0,3.4,3.5,0
1.1025238,2.321,2919.0,15.8737,9218.0,2.0,4.21,0
1.76589,3.807,730.0,4.06597,6221.0,1.55,4.13,0
1.36991,4.156,1170.0,11.8886,7339.8,3.64,3.56,0
3.66505,2.346,910.0,7.19016,6370.0,2.32,3.81,0
2.0560153,2.773,17453.0,17.2767,6485.0,1.24,4.37,2
1.902606,2.3653693,8984.9897271,19.576504,9918.0,1.82241,4.32,2
7.00776,2.68,3666.99,8.1288,6347.0,1.22,4.23,0
6.1461734,5.386,1034.0,6.96236,6153.0,1.5,4.15,0
4.1812866,4.394,4280.0,15.448,6146.0,2.31,3.78,0
2.9798592,2.737,580.0,4.92227,9024.0,1.89,4.24,0
6.72694,2.649,1070.0,5.19273,6745.0,1.53,4.23,0
0.6171788,1.433,519.0,7.26341,9603.0,3.14,3.83,0
1.5309799,1.37,654.0,6.01061,6298.0,2.38,3.77,0
5.0625809,3.69,2884.0,15.2343,7664.0,2.76,3.81,1
7.6316384,2.054,4580.0,12.4425,6338.3,1.49,4.16,1
8.905407,2.71,6702.0,12.3602,6659.0,1.41,4.29,1
3.6458046,1.828,1168.0,2.93272,5053.0,0.88,4.48,1
8.0637954,0.804,2301.0,9.29431,5053.0,0.88,4.48,1
1.41853,2.728,560.0,3.93221,6329.0,1.68,4.08,0
6.5344463,2.774,3240.0,15.3823,7715.3,2.67,3.96,0
2.013653,2.1214907,822.8974252,9.0269074,10310.0,2.67713,4.01,0
6.4902646,2.545,1080.0,3.24146,5999.0,0.96,4.52,1
6.54692,4.589,2400.0,5.62882,6034.0,1.12,4.39,1
2.590266,4.378,700.0,9.54526,5855.0,3.22,3.45,0
6.74657,1.803,2970.0,16.2785,5910.7,2.57,3.59,0
5.13664,4.45,930.0,7.04152,9238.0,2.32,4.08,0
1.5166573,1.607,1590.0,7.73846,6905.3,2.0,4.03,0
1.13345,1.894,490.0,3.03424,6223.0,1.4,4.23,1
0.71933,1.474,478.823,3.45648,5758.0,1.44,4.21,0
12.6017,4.835,800.0,3.34292,5861.6,1.21,4.3,0
5.4499753,4.319,973.0,5.28759,6220.5,1.79,3.99,1
1.67546,1.202,1250.0,6.44889,6745.5,1.78,4.09,1
7.57193,2.656,420.0,10.2119,9146.0,4.72,3.45,0
5.9382163,2.244,6171.0,18.5099,6775.5,2.09,3.97,1
9.4341589,2.8505348,4001.924935,6.3734064,5450.4,0.938168,4.48,2
2.09989,0.908,27336.4,10.1564,6025.3,1.04,4.46,0
1.44127,2.605,2750.0,9.20279,8009.0,1.65,4.29,0
1.08697,1.967,860.0,4.98445,5751.0,1.69,4.0,0
3.4648951,1.046,1339.0,9.72728,8455.3,2.54,3.95,1
14.152,3.599,3800.0,10.6751,5823.9,1.28,4.6,0
0.2580006,0.5351356,812.7310325,6.2776081,9035.0,2.08687,4.16,1
2.27456,3.32,1020.0,13.266,6777.0,3.35,3.55,0
0.98999,2.05,420.0,3.95137,6208.0,1.84,3.99,0
1098.2258586,6.121,4496.0,5.13949,4582.0,0.74,4.55,1
1.35932,2.831,2840.0,10.3751,5421.0,0.94,4.46,0
1.71614,2.038,681.449,14.1349,5511.5,4.92,3.28,0
2.0845434,2.017038,12504.825019,13.4432705,5638.0,1.10646,4.35,2
1.74626,3.88,1110.0,5.62786,8348.0,1.8,4.24,0
1.2427,1.563,663.745,6.05271,5624.8,2.14,3.92,0
21.216464,3.045,6499.0,13.1431,5925.0,1.55,4.1,2
2.4611008,3.13,1795.0,12.3334,5429.5,1.63,4.01,0
0.99837,1.632,2730.0,5.29489,6082.0,1.13,4.39,0
1.97741,6.549,5470.0,17.5768,6742.0,2.11,3.95,0
2.51266,2.411,2790.01,13.3617,5988.0,2.3,4.08,0
4.7947749,4.799,6864.0,18.3428,6333.0,2.18,3.86,2
3.77188,2.923,450.0,10.0329,10097.0,4.62,3.52,0
12.5343031,4.572,1517.0,8.71775,7275.0,2.51,3.91,0
3.7628372,3.956,11360.0,17.3305867,6979.2,1.58746,4.22,1
5.6318074,3.4553092,1186.1481873,4.8217692,5669.9,1.38826,4.16,0
2.06313,2.157,600.0,11.9118,6716.5,4.77,3.24,0
1.51233,2.59,640.0,11.1245,9447.0,4.35,3.54,0
1.7498117,1.641,2549.0,8.13315,6222.3,1.53,4.15,0
1.9734615,3.69,1295.0,16.6678,7962.9,3.62,3.6,0
0.73772,1.057,980.0,4.68288,6001.0,1.49,4.14,0
1.1020719,0.864,580.0,4.33066,6011.0,1.73,4.04,1
1.2198382,2.8341804,12160.1096043,18.2179311,7398.5,1.60242,4.25,2
4.608,3.383,3213.22,7.99698,5935.0,1.28,4.29,0
0.361112,0.756,710.0,6.69136,6056.9,1.95,3.99,0
5.33155,6.191,4220.0,14.6101,5917.0,2.22,3.78,2
6.15952,3.834,1230.0,3.90515,6175.9,1.09,4.44,0
4.7321735,2.589,8121.0,14.269,6739.0,1.56,4.21,2
13.3118,4.492,750.0,2.67981,6011.0,0.98,4.5,0
2.5287981,1.286,387.0,2.29951,5740.2,1.19,4.3,1
16.2016817,2.792,885.0,2.38101,5071.0,0.78,4.58,2
2.8641388,2.417,9597.0,15.5276,6082.0,1.53,4.13,2
5.2469991,3.45,1180.0,5.46087,6651.0,1.44,4.27,0
1.3433022,0.662,1052.0,4.72169,6713.0,1.45,4.27,1
1.4013505,1.562,1532.0,3.7143,5521.0,0.94,4.48,0
2.1679,1.39,560.0,5.32848,10596.0,2.0,4.27,0
7.764691,3.185,24530.0,15.6068,5404.7,0.99,4.4,1
1.5982014,2.254,296.0,2.28827,6594.0,1.49,4.23,1
6.453624,3.582,200.0,1.35756,7257.0,1.02,4.64,1
1.7126115,3.128,340.0,2.01928,5932.2,1.0,4.48,0
5.8089284,5.137,1111.0,3.79308,6406.0,1.27,4.34,0
1.49446,2.114,890.0,4.21366,6587.0,1.43,4.27,0
3.3326189,3.5620066,8310.5066162,15.6399082,5768.2,1.6948299,4.0,2
5.0172146,3.7363301,14236.9594003,13.5478019,5930.0,1.10013,4.4,2
2.1436364,3.1539349,9203.7552743,18.0537588,6148.0,1.77061,4.01,2
4.5421594,4.294,9760.0,17.3816,5939.3,1.73,4.0,2
4.2311173,4.3531635,7261.2759361,14.6260711,6671.0,1.6640199,4.14,2
12.0557353,1.959,807.0,2.39173,5504.0,0.83,4.58,2
15.2521892,1.3463514,871.2527446,2.8346585,5473.0,0.949022,4.46488,1
8.2491871,4.9807847,117724.0282614,8.0476984,2990.0,0.165066,5.13581,0
12.1582804,2.1406837,3430.7762638,1.9160277,3429.0,0.3232,4.90092,0
0.98933,1.0357615,1519.669587,1.8303854,3455.0,0.465258,4.76798,2
34.9270483,2.7546907,110264.9392094,18.8285063,3496.0,0.389199,4.9,0
1.7729239,1.8255671,26694.3797428,14.9468862,4769.0,0.687841,4.64845,0
4.076684,4.4132181,10459.727229,17.5223182,6531.44,1.64302,4.13711,0
0.9150623,0.6662728,4304.9322224,5.386904,3810.0,0.701237,4.56875,1
0.901465,2.5562155,3156.5658264,3.4348127,3896.0,0.611023,4.64192,0
7.31898,3.771,3809.3,8.79673,5926.0,1.3,4.27,0
1.9495403,0.8060618,2089.2444115,1.3929217,3414.0,0.260187,4.97292,2
1.8646725,1.028,570.0,12.8352,9898.0,3.4,3.77846,1
20.0795217,1.2186554,1065.5355707,2.7170462,4763.0,0.777584,4.54306,1
1.8497201,1.757,5750.0,11.2477,6019.0,1.24,4.438,0
2.1721416,2.7480823,17864.5520776,18.0850347,6198.0,1.30937,4.27912,0
3.623909,2.6568012,26979.8210456,6.9347137,3514.0,0.414101,4.81377,0
7.3315684,1.287,893.0,2.77433,4871.6,0.84,4.48,1
3.4557863,2.164,6423.0,16.0772,8170.0,1.78,4.24,0
7.757643,2.8561356,7336.6908822,12.7936991,6038.0,1.91151,3.96,0
9.1505,2.986,1370.0,11.1497,7719.0,3.02,3.74,0
3.7649949,2.642,14735.0,17.8182,6724.0,1.42,4.29,2
0.6664948,1.38,260.0,3.217,5329.0,1.99,3.8,0
3.2786617,2.631,1101.0,3.61232,5411.0,1.15,4.29,1
5.6309047,3.877,1683.0,7.00844,5304.0,0.79,4.6,0
0.6803433,2.0674164,565.5754223,8.1888041,7325.5,2.97877,3.71,0
5.8775548,2.9027641,412.2881337,2.1822904,5977.0,1.00568,4.47,2
3.3985674,2.197,171.0,1.18609,5977.0,1.01,4.47,1
5.0611315,1.5562414,5276.0349302,9.1484302,5254.0,1.00217,4.45,1
1.3561596,2.504,482.0,4.12493,6375.0,1.86,4.0,0
2.37532,2.957,1940.0,13.5855,7895.7,2.11,4.06,0
11.835079,2.094,336.0,2.5354,6225.0,1.34,5.06078,1
1.69433,2.169,650.0,5.20733,7185.0,2.0,4.04,0
2.363311,3.294,1121.0,2.74038,5420.0,1.04,4.38,0
2.6800536,1.758,456.0,2.3437,5550.0,1.07,4.37,2
40.7501028,4.873,6026.0,10.1271,6453.0,1.31,5.20004,2
10.9836724,2.636,315.0,2.35616,6453.0,1.31,5.20004,2
123.0586028,9.7316587,485.2393663,2.9538423,6453.0,1.31225,5.20004,1
3.8954139,2.832,911.0,5.15915,6064.0,1.89,3.94,0
3.133084,1.237,1192.0,10.3743,7478.0,2.06,4.05,1
3.1915257,2.756,8587.0,16.4091,6673.0,1.69,4.13,2
0.6435807,0.6659322,876.6807794,4.8452813,5919.7,1.49305,4.12,1
4.8026561,1.1658648,4358.1157678,1.4202459,3231.0,0.213459,5.04064,2
1.5379237,0.766,1135.0,8.73996,5672.5,0.93,4.51,1
2.7347651,3.205,9209.0,17.805,6767.9,1.77,4.1,2
3.057524,1.3790503,1117.9638175,2.4878486,4402.0,0.695095,4.59,2
0.6691449,0.9921631,1254.3711932,1.9200407,3457.0,0.462408,4.7705,2
6.7053949,3.8459321,575.2056582,3.7076274,6141.0,1.45858,4.17616,1
10.2596322,1.8234891,1080.9213165,3.9130735,5734.0,0.978325,4.4674,1
9.1238101,5.1188391,283.324087,2.0471844,5470.16,1.1485,4.30008,0
2.2554459,1.6678604,5283.7103901,11.0535293,5817.0,1.29661,4.23,2
16.7368995,4.561,989.0,2.88015,5759.0,1.0,4.44767,2
17.7286608,6.4427868,1086.4618139,4.9572307,6554.0,1.45796,4.24316,1
32.2079698,7.519958,2409.2943157,7.3178089,6554.0,1.45796,4.24316,1
1.766692,1.4196682,830.5082973,1.5574734,3474.0,0.46126,4.77152,2
3.7701296,2.8512056,4361.1801082,5.4800266,5058.0,0.81833,4.53907,2
3.1342946,1.2158796,1183.6060713,1.7992966,3575.0,0.516105,4.72334,2
2.5005291,0.8809865,12579.3504758,3.1713853,3181.0,0.280475,4.94798,2
10.716524,3.075,1280.0,2.34185,4067.0,0.65,4.50609,1
4.5470055,2.382923,813.7370725,3.0070741,5654.4,1.03909,4.41,1
3.7115129,2.685,12280.0,13.941,5973.0,1.22,4.31,1
1.12355,1.611,1020.0,3.49799,5524.0,1.01,4.41,0
1.3341738,1.3470884,2283.6562849,4.5073642,4685.1,0.878958,4.42,1
0.40312,0.853,1000.0,2.95177,4252.9,0.89,4.37,0
1.2016105,0.6498366,2414.8791188,5.3210497,5747.6,1.07532,4.39,1
3.929983,2.153,2270.0,6.51515,6621.9,1.34,4.33,0
13.2054538,4.875,644.0,3.74642,6653.0,1.67,4.14,0
4.5156072,2.628,449.0,2.07194,5617.0,0.97,4.47,1
7.4057777,2.778,325.0,1.67743,5617.0,0.97,4.47,1
2.02365,2.585,1710.0,5.96472,6582.0,1.48,4.24,0
11.44192,3.841,5510.0,9.64245,6259.0,1.24,4.34,1
7.6288424,3.311,10850.0,18.0261,6157.0,1.6,4.1,1
1.238601,1.9048913,12167.5309178,12.1897562,5237.0,1.1072299,4.2427,1
1.8135767,1.0753316,4166.2802035,7.660458,5237.0,1.1072299,4.2427,0
24.2833782,5.132,2844.0,5.21152,5675.0,0.98,4.46,2
10.2558,5.088,5740.0,7.44683,5326.0,0.97,4.43,0
0.5572565,0.5671304,1198.7212417,3.2761782,5097.6,0.946,4.42,1
3.4744763,4.258,12920.0,19.6131,6642.3,1.67,4.14,2
2.8269356,1.1692366,950.9544382,4.8112209,7072.0,1.50581,4.28,0
8.082354,3.284,559.0,2.72432,5878.6,1.24,4.28,2
4.052389,2.169,8976.0,13.1098,6578.0,1.36,4.31,1
5.5870396,2.745,1907.0,4.24332,5378.0,0.94,4.46,1
2.7552586,1.17,338.0,9.65945,6096.4,4.17,3.26,1
9.47686,4.392,2980.0,9.80856,5801.8,1.79,4.32,2
2.6158597,2.517,13363.0,13.1204,5267.0,1.08,4.32,2
4.1250429,4.454,8804.0,15.3479,6304.0,1.62,4.11,2
9.6052235,3.628,1437.0,3.86469,6137.0,1.09,4.43,1
13.7270395,4.007,901.0,2.95921,5777.0,1.09,4.38035,2
0.6850808,1.0565887,2675.7176662,1.9806358,3541.0,0.380019,4.8452,0
7.107934,3.440833,501.6058242,2.2881711,5694.11,0.902932,4.53108,2
20.5438153,4.0537919,799.3817133,2.5734283,5694.11,0.902932,4.53108,2
1.8308782,1.5764906,464.5713657,2.1988321,5566.0,0.98869,4.44006,1
3.4913952,1.763,5400.0,4.9395,3907.0,0.63,4.62346,2
29.7537451,8.0780445,6350.8299407,11.9868976,6409.0,1.46863,4.20097,1
9.1702265,5.6855842,305.9835677,2.6317754,6409.0,1.46863,4.20097,1
6.2262315,2.239,1488.0,2.75524,3691.0,0.53,4.70931,1
2.1555232,1.445,742.0,1.47809,3691.0,0.53,4.70931,1
12.5739572,2.722,2170.0,2.4359,3691.0,0.53,4.70931,1
3.9228042,3.205,13970.0,15.8493,6193.0,1.3,4.2858,2
4.1192231,2.1841675,1236.5042452,2.2236629,3876.0,0.632571,4.62394,1
5.80322,1.569,1710.0,6.3744,5846.0,1.5,4.11,0
28.8745078,4.4849765,584.5089133,2.7122882,5773.0,0.988898,4.46229,1
10.3857602,3.101,380.0,2.37414,6439.0,1.26,4.35142,1
7.0731057,3.819,439.0,2.69175,5656.0,1.41,4.1408,2
14.4479828,6.353,218.0,2.79468,6669.0,1.95,4.01,1
3.6985817,1.5474205,3061.8238445,4.3816478,3948.0,0.6692,4.59404,1
8.3033493,1.705,571.0,1.95844,4814.0,0.78,4.54519,2
17.6671687,2.525,854.0,1.87042,4813.0,0.69,4.38,2
29.7975205,2.782,671.0,1.60982,4813.0,0.69,4.38,2
12.1623316,2.614,317.0,1.15643,4813.0,0.69,4.38,2
3.9766833,1.859,142.0,0.757588,4813.0,0.69,4.38,2
7.9076222,2.611,217.0,0.969819,4813.0,0.69,4.38,2
19.428419,3.5727154,850.4127883,2.4616462,5366.0,0.835173,4.56253,1
10.9406641,2.175,440.0,1.36492,4324.0,0.61,4.697,1
21.2690422,5.893,350.0,1.87711,5707.0,1.16,4.31886,2
4.2660553,0.69,1700.0,3.30511,3281.0,0.32,4.90415,2
22.3417286,2.582,472.0,2.54102,6179.0,1.14,4.3969,2
5.984871,2.2695614,2583.7788262,3.4443503,3759.0,0.424468,4.80439,1
2.5253323,0.989829,1258.5718559,1.4761503,3340.0,0.410465,4.81708,1
3.8776815,1.0297542,1077.9105507,1.365807,3340.0,0.410465,4.81708,1
2.7546548,0.561,394.0,2.08088,4435.0,0.7,4.58929,1
1.8318623,1.4211172,403.1219726,1.5299007,4837.0,0.768226,4.51662,1
4.4891367,1.8833377,1271.1867023,1.9980298,3959.0,0.561356,4.68416,2
9.0447039,1.7653148,1611.0010188,2.2493746,3959.0,0.561356,4.68416,2
2.3889051,1.032409,569.8511771,1.3399401,3959.0,0.561356,4.68416,2
3.6906759,1.107,1657.0,1.36751,3469.0,0.31,4.9401,2
7.4507305,0.475,1542.0,3.04528,3469.0,0.31,4.9401,2
2.2531062,0.9939837,682.3972723,0.826635,3469.0,0.31416,4.9401,2
11.3373614,2.8611319,1194.0451617,2.619494,4765.0,0.768675,4.55138,1
37.4685042,7.685,429.0,2.56325,6114.0,1.27,4.293,2
0.9351891,0.7694649,1150.2871156,1.8032935,3652.0,0.526987,4.71387,1
32.7135406,5.075467,1469.2598788,2.4202837,3652.0,0.526987,4.71387,1
5.3846239,3.2617296,630.6901313,2.6170633,5700.0,0.959022,4.48088,2
16.2143217,3.8395249,1553.7064339,2.8235075,3849.0,0.593295,4.65688,1
60.1848926,3.546,2242.0,11.0047,6499.0,1.27,4.35362,1
2.7830114,1.7406295,916.2640701,1.7104603,3756.0,0.562607,4.68309,1
2.125687,1.4649664,570.6858828,1.6780073,4428.0,0.707159,4.57977,1
5.0097113,0.9457107,560.4159621,1.6316574,4428.0,0.707159,4.57977,1
20.7051499,3.348,1822.0,3.39245,5169.0,0.81,4.57,2
18.8500438,3.407,2610.0,3.09094,3960.0,0.63,4.62853,2
16.155373,1.556705,71225.723174,10.424281,3270.0,0.271,4.98242,0
11.062666,2.0842156,4957.8780942,2.6437021,3212.0,0.254522,4.98029,0
11.5922513,3.4868947,373.1625573,2.4230886,6311.0,1.19407,4.37813,1
24.141229,3.069765,1612.7795426,4.0770689,6156.0,0.94842,4.55262,1
3.797872,1.0636976,1501.0825028,1.9296055,3520.0,0.472869,4.76125,1
47.3860753,1.81,19550.0,9.77368,4415.0,0.62,4.69831,1
3.493958,1.961,3650.0,5.65971,5203.4,0.9,4.47,1
2.7033942,2.927,10340.0,16.72,6518.0,1.61,4.15,2
4.3532339,3.869,10270.0,16.2509,5914.0,1.59,4.07,2
7.3377236,4.243,795.0,3.2807,5994.0,1.1,4.4,2
0.6097554,0.416,670.0,3.5774,5493.0,0.89,4.52,1
2.8531016,1.142,1395.0,2.02068,3703.0,0.52,4.76229,2
1.0924536,1.2245785,874.580104,6.5935026,6273.0,1.4487799,4.2,0
3.2122302,2.653,14429.0,13.0356,5357.7,1.04,4.37,2
8.0542207,3.0287161,706.8165307,2.8337706,5583.1,0.995254,4.44,2
0.7365463,1.5732208,384.6733121,2.0231121,5250.0,0.963515,4.42,2
16.7100422,5.4004652,615.2873631,2.7396616,5853.7,1.09271,4.38636,2
10.2405483,3.538,9950.0,8.69623,5251.0,0.84,4.54337,2
2.8009915,1.4985399,204.8553325,1.4033915,5723.87,0.945408,4.49543,2
14.6503935,2.08,330.0,1.81908,5859.45,0.98,4.4776,2
6.5273884,3.1190657,415.430891,2.8972637,6023.0,1.32944,4.23995,2
1.8817191,1.236,99270.0,10.9698,3138.0,0.31,4.91873,2
6.5578513,2.08,1596.0,2.54474,4111.0,0.66,4.55528,2
20.708504,2.236524,1657.067907,3.751004,4111.0,0.701202,4.55528,2
